study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,author,title,journal,school,pages,keywords,editor,booktitle,institution,copyright,language
McGlathery_et_al_2012,McGlathery_et_al_2012,Article,McGlathery_2012,Article,10.3354/meps09574,https://doi.org/10.3354/meps09574,2012,feb,Inter-Research Science Center,448,NA,KJ McGlathery and LK Reynolds and LW Cole and RJ Orth and SR Marion and A Schwarzschild,Recovery trajectories during state change from bare sediment to eelgrass dominance,Marine Ecology Progress Series,NA,209--221,NA,NA,NA,NA,NA,NA
Isaksen_and_Finster_1996,Isaksen_and_Finster_1996,Article,Isaksen_1996,Article,10.3354/meps137187,https://doi.org/10.3354/meps137187,1996,NA,Inter-Research Science Center,137,NA,MF Isaksen and K Finster,"Sulphate reduction in the root zone of the seagrass Zostera noltii on the intertidal flats of a coastal lagoon (Arcachon, France)",Marine Ecology Progress Series,NA,187--194,NA,NA,NA,NA,NA,NA
Agawin_et_al_1996,Agawin_et_al_1996,Article,Agawin_1996,Article,10.3354/meps138233,https://doi.org/10.3354/meps138233,1996,NA,Inter-Research Science Center,138,NA,NSR Agawin and CM Duarte and MD Fortes,"Nutrient limitation of Philippine seagrasses (Cape Bolinao, {NW} Philippines):in situ experimental evidence",Marine Ecology Progress Series,NA,233--243,NA,NA,NA,NA,NA,NA
Mateo_and_Romero_1997,Mateo_and_Romero_1997,Article,Mateo_1997:1,Article,10.3354/meps151043,https://doi.org/10.3354/meps151043,1997,NA,Inter-Research Science Center,151,NA,MA Mateo and J Romero,Detritus dynamics in the seagrass Posidonia oceanica:elements for an ecosystem carbon and nutrient budget,Marine Ecology Progress Series,NA,43--53,NA,NA,NA,NA,NA,NA
Pedersen_et_al_1997,Pedersen_et_al_1997,Article,Pedersen_1997,Article,10.3354/meps159029,https://doi.org/10.3354/meps159029,1997,NA,Inter-Research Science Center,159,NA,MF Pedersen and CM Duarte and J CebriÃ¡n,Rate of changes in organic matter and nutrient stocks during seagrass Cymodocea nodosa colonization and stand development,Marine Ecology Progress Series,NA,29--36,NA,NA,NA,NA,NA,NA
Townsend_and_Fonseca_1998,Townsend_and_Fonseca_1998,Article,Townsend_1998,Article,10.3354/meps169123,https://doi.org/10.3354/meps169123,1998,NA,Inter-Research Science Center,169,NA,EC Townsend and MS Fonseca,Bioturbation as a potential mechanism influencing spatial heterogeneity of North Carolina seagrass beds,Marine Ecology Progress Series,NA,123--132,NA,NA,NA,NA,NA,NA
Miyajima_et_al_1998,Miyajima_et_al_1998,Article,Miyajima_1998,Article,10.3354/meps175251,https://doi.org/10.3354/meps175251,1998,NA,Inter-Research Science Center,175,NA,T Miyajima and I Koike and H Yamano and H Iizumi,"Accumulation and transport of seagrass-derived organic matter in reef flat sediment of Green Island, Great Barrier Reef",Marine Ecology Progress Series,NA,251--259,NA,NA,NA,NA,NA,NA
Boschker_et_al_2000,Boschker_et_al_2000,Article,Boschker_2000,Article,10.3354/meps203181,https://doi.org/10.3354/meps203181,2000,NA,Inter-Research Science Center,203,NA,HTS Boschker and A Wielemaker and BEM Schaub and M Holmer,Limited coupling of macrophyte production and bacterial carbon cycling in the sediments of Zostera spp. meadows,Marine Ecology Progress Series,NA,181--189,NA,NA,NA,NA,NA,NA
Koch_and_Madden_2001,Koch_and_Madden_2001,Article,Koch_2001,Article,10.3354/meps219109,https://doi.org/10.3354/meps219109,2001,NA,Inter-Research Science Center,219,NA,MS Koch and CJ Madden,Patterns of primary production and nutrient availability in a Bahamas lagoon with fringing mangroves,Marine Ecology Progress Series,NA,109--119,NA,NA,NA,NA,NA,NA
Eyre_and_Ferguson_2002,Eyre_and_Ferguson_2002,Article,Eyre_2002,Article,10.3354/meps229043,https://doi.org/10.3354/meps229043,2002,NA,Inter-Research Science Center,229,NA,BD Eyre and AJP Ferguson,"Comparison of carbon production and decomposition, benthic nutrient fluxes and denitrification in seagrass, phytoplankton, benthic microalgae- and macroalgae-dominated warm-temperate Australian lagoons",Marine Ecology Progress Series,NA,43--59,NA,NA,NA,NA,NA,NA
Larned_2003,Larned_2003,Article,Larned_2003,Article,10.3354/meps254069,https://doi.org/10.3354/meps254069,2003,NA,Inter-Research Science Center,254,NA,ST Larned,"Effects of the invasive, nonindigenous seagrass Zostera japonica on nutrient fluxes between the water column and benthos in a {NE} Pacific estuary",Marine Ecology Progress Series,NA,69--80,NA,NA,NA,NA,NA,NA
Abed-Navandi_and_Dworschak_2005,Abed-Navandi_and_Dworschak_2005,Article,Abed_Navandi_2005,Article,10.3354/meps291159,https://doi.org/10.3354/meps291159,2005,NA,Inter-Research Science Center,291,NA,D Abed-Navandi and PC Dworschak,Food sources of tropical thalassinidean shrimps: a stable-isotope study,Marine Ecology Progress Series,NA,159--168,NA,NA,NA,NA,NA,NA
Holmer_et_al_2006,Holmer_et_al_2006,Article,Holmer_2006,Article,10.3354/meps320141,https://doi.org/10.3354/meps320141,2006,aug,Inter-Research Science Center,320,NA,M Holmer and C Carta and FÃ˜ Andersen,Biogeochemical implications for phosphorus cycling in sandy and muddy rhizosphere sediments of Zostera marina meadows (Denmark),Marine Ecology Progress Series,NA,141--151,NA,NA,NA,NA,NA,NA
Gacia_et_al_2002,Gacia_et_al_2002,Article,Gacia_2002,Article,10.4319/lo.2002.47.1.0023,https://doi.org/10.4319/lo.2002.47.1.0023,2002,jan,Wiley,47,1,EsperanÃ§a Gacia and Carlos M. Duarte and Jack J. Middelburg,Carbon and nutrient deposition in a Mediterranean seagrass (Posidonia oceanica) meadow,Limnology and Oceanography,NA,23--32,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Barron_et_al_2004,Article,Barr_n_2004,Article,10.4319/lo.2004.49.5.1642,https://doi.org/10.4319/lo.2004.49.5.1642,2004,sep,Wiley,49,5,Cristina BarrÃ³n and NÃ¹ria Mar é and Jorge Terrados and Hilary Kennedy and Carlos M. Duarte,"Community metabolism and carbon budget along a gradient of seagrass
		(Cymodocea nodosa
		) colonization",Limnology and Oceanography,NA,1642--1651,NA,NA,NA,NA,NA,NA
Carruthers_et_al_2005,Carruthers_et_al_2005,Article,Carruthers_et_al_2005,Article,NA,https://repository.si.edu/bitstream/handle/10088/3827/Carruthers_Barmes_Jacome_and_Fourqurean_2005.pdf?sequence=1&isAllowed=y,2005,NA,NA,41,NA,"Carruthers, T. J. B., Barnes, P. A. G., Jacome, G. E., and Fourqurean, J. W.",Lagoon scale processes in a coastally influenced Caribbean system: implications for the seagrass Thalassia testudinum,Caribbean Journal of Science,NA,NA,NA,NA,NA,NA,NA,NA
Erftemeijer_and_Middelburg_1993,Erftemeijer_and_Middelburg_1993,Article,Erftemeijer_and_Middelburg_1993,Article,NA,https://www.jstor.org/stable/24841993,1993,NA,NA,102,NA,"Erftemeijer, P. L. A., and Middelburg, J. J",Sediment-nutrient interactions in tropical seagrass beds: a comparison between a terrigenous and a carbonate sedimentary environments in South Sulawesi,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA
Hemminga_et_al_1994,Hemminga_et_al_1994,Article,Hemminga_et_al_1994,Article,NA,https://pure.knaw.nl/ws/files/474186/Hemminga_ea_0650.pdf,1994,NA,NA,106,NA,"Hemminga, M. A., Slim, F. J., Kazungu, J., Ganssen, G. M., Nieuwewnhuize, J., and Kruyt, N. M.",Carbon outwelling from a mangrove forest with adjacent seagrass beds and coral reefs,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA
Mellors_et_al_2002,Mellors_et_al_2002,Article,Mellors_et_al_2002,Article,NA,https://www.ingentaconnect.com/content/umrsmas/bullmar/2002/00000071/00000003/art00008,2002,NA,NA,71,NA,"Mellors, J., Marsh, H., Carruthers, T. J. B., and Waycott, M.",Testing the sediment-trapping paradigm of seagrass: Do seagrasses influence nutrient status and sediment structure in tropical intertidal environments?,Bulletin of Marine Science,NA,NA,NA,NA,NA,NA,NA,NA
Orem_et_al_1999,Orem_et_al_1999,Article,Orem_et_al_1999,Article,NA,https://www.jstor.org/stable/4299024,1999,NA,NA,15,NA,"Orem, W. H., Holmes, C. W., Kendall, C., Lerch, H. E., Bates, A. L., Silva, S. R., Boylan, A., Corum, M., Marot, M., and Hedgeman, C.",Geochemistry of Florida Bay sediments: nutrient history at five sites in eastern and central Florida Bay,Journal of Coastal Research,NA,NA,NA,NA,NA,NA,NA,NA
Pulich_1985,Pulich_1985,Article,Pulich_1985,Article,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Pulich%2C+W.+M.%2C+Jr.+%281987%29.+Subtropical+seagrasses+and+trace+metals+cycling.+In+%27Proceedings+of+a+symposium+on+subtropical-tropical+seagrasses+of+the+southeastern+United+States.++Florida+Marine+Research+Publication+No.+42%27.+%28Eds+M.+J.+Durako%2C+R.+C.+Phillips+and+R.+R.+Lewis%2C+III.%29+pp.+39-52.+%28Florida+Department+of+Natural+Resources%2C+Bureau+of+Marine+Research%3A+St.+Petersburgh.%29&btnG=,1987,NA,NA,42,NA,"Pulich, W. M., Jr.",Subtropical seagrasses and trace metals cycling,Florida Marine Research Publication,NA,NA,NA,NA,NA,NA,NA,NA
Stoner_et_al_1998,Stoner_et_al_1998,Article,Stoner_et_al_1998,Article,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Stoner%2C+A.+W.%2C+Ray-Culp%2C+M.%2C+and+O%27Connell%2C+S.+M.+%281998%29.+Settlement+and+recruitment+of+queen+conch%2C+Strombus+gigas%2C+in+seagrass+meadows%3A+Associations+with+habitat+and+micropredators.+Fishery+Bulletin+96%2C+885-899.&btnG=,1998,NA,NA,96,NA,"Stoner, A. W., Ray-Culp, M., and O'Connell, S. M.","Settlement and recruitment of queen conch, Strombus gigas, in seagrass meadows: Associations with habitat and micropredators",Fishery Bulletin,NA,NA,NA,NA,NA,NA,NA,NA
Van_Engeland_2010,Van_Engeland_2010,Phdthesis,Van_Engeland_2010,Phdthesis,NA,https://dspace.library.uu.nl/handle/1874/41801,2010,NA,NA,NA,NA,"Van Engeland, T",Dissolved organic nitrogen dynamics in coastal ecosystems,NA,Utrecht University,NA,NA,NA,NA,NA,NA,NA
Thimdee_et_al_2003,Thimdee_et_al_2003,Article,Thimdee_et_al_2003,Article,NA,NA,2003,NA,NA,23,NA,"Thimdee, W., Deein, G., Sangrungruang, C., Nishioka, J., and Matsunaga, K.",Sources and fate of organic matter in Khung Krabaen Bay (Thailand) as traced by $\delta$ 13 C and C/N atomic ratiosand C/N atomic ratios,Wetlands,NA,NA,NA,NA,NA,NA,NA,NA
Drexler_et_al_2019,Drexler_et_al_2019,Article,Drexler_et_al_2019,Article,10.1111/rec.12941,https://doi.org/10.1111/rec.12941,2019,mar,Wiley,NA,NA,Judith Z. Drexler and Isa Woo and Christopher C. Fuller and Glynnis Nakai,"Carbon accumulation and vertical accretion in a restored versus historic salt marsh in southern Puget Sound, Washington, United States",Restoration Ecology,NA,NA,NA,NA,NA,NA,NA,NA
Drexler_et_al_2013,Drexler_et_al_2013,Article,Drexler_et_al_2013,Article,10.1007/s13157-013-0456-3,https://doi.org/10.1007/s13157-013-0456-3,2013,jul,Springer Science and Business Media {LLC},33,5,Judith Z. Drexler and Ken W. Krauss and M. Craig Sasser and Christopher C. Fuller and Christopher M. Swarzenski and Amber Powell and Kathleen M. Swanson and James Orlando,"A Long-Term Comparison of Carbon Sequestration Rates in Impounded and Naturally Tidal Freshwater Marshes Along the Lower Waccamaw River, South Carolina",Wetlands,NA,965--974,NA,NA,NA,NA,NA,NA
Drexler_et_al_2009,Drexler_et_al_2009,Article,Drexler_et_al_2009,Article,10.1007/s12237-009-9202-8,https://doi.org/10.1007/s12237-009-9202-8,2009,jul,Springer Nature,32,5,Judith Z. Drexler and Christian S. {de Fontaine} and Thomas A. Brown,"Peat Accretion Histories During the Past 6,000~Years in Marshes of the Sacramento{\textendash}San Joaquin Delta, {CA}, {USA}",Estuaries and Coasts,NA,871--892,NA,NA,NA,NA,NA,NA
Doughty_et_al_2016,Doughty_et_al_2016,Misc,Doughty_et_al_2019,Misc,10.25573/data.9695918.v1,https://smithsonian.figshare.com/articles/Mangroves_marching_northward_the_impacts_of_rising_seas_and_temperatures_on_ecosystems_at_Kennedy_Space_Center/9695918/1,2019,NA,The Smithsonian Institution,NA,NA,Cheryl Doughty and {J. Adam Langley} and Wayne Walker and Ilka C. Feller and Ronald Schaub and Samantha Chapman,Mangroves marching northward: the impacts of rising seas and temperatures on ecosystems at Kennedy Space Center,NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA
Doughty_et_al_2016,Doughty_et_al_2016,Article,Doughty_2015,Article,10.1007/s12237-015-9993-8,https://doi.org/10.1007/s12237-015-9993-8,2015,may,Springer Science and Business Media {LLC},39,2,Cheryl L. Doughty and J. Adam Langley and Wayne S. Walker and Ilka C. Feller and Ronald Schaub and Samantha K. Chapman,Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage,Estuaries and Coasts,NA,385--396,NA,NA,NA,NA,NA,NA
Craft_2007,Craft_2007,Article,Craft_2007,Article,10.4319/lo.2007.52.3.1220,https://doi.org/10.4319/lo.2007.52.3.1220,2007,may,Wiley,52,3,Christopher Craft,"Freshwater input structures soil properties, vertical accretion, and nutrient accumulation of Georgia and U.S tidal marshes",Limnology and Oceanography,NA,1220--1230,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Callaway_et_al_2019,Misc,Callaway_et_al_2019,Misc,10.25573/data.9693251,https://smithsonian.figshare.com/articles/Dataset_Carbon_sequestration_and_sediment_accretion_in_San_Francisco_Bay_tidal_wetlands/9693251,2019,NA,The Smithsonian Institution,NA,NA,John C. Callaway and {Evyan L. Borgnis} and {R. Eugene Turner} and Charles S. Milan,Dataset: Carbon sequestration and sediment accretion in San Francisco Bay tidal wetlands,NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA
Callaway_et_al_2019,Callaway_et_al_2019,Article,Callaway_et_al_2012,Article,10.1007/s12237-012-9508-9,https://doi.org/10.1007/s12237-012-9508-9,2012,jun,Springer Science and Business Media {LLC},35,5,John C. Callaway and Evyan L. Borgnis and R. Eugene Turner and Charles S. Milan,Carbon Sequestration and Sediment Accretion in San Francisco Bay Tidal Wetlands,Estuaries and Coasts,NA,1163--1181,NA,NA,NA,NA,NA,NA
Buffington_et_al_2020,Buffington_et_al_2020,Misc,10.25573/SERC.11968740,Misc,10.25573/SERC.11968740,https://smithsonian.figshare.com/articles/Dataset_Carbon_stocks_and_accretion_rates_for_wetland_sediment_at_Miner_Slough_Sacramento-San_Joaquin_Delta_California/11968740,2020,NA,The Smithsonian Institution,NA,NA,Kevin Buffington and Christopher Janousek and Karen Thorne and Bruce Dugger,"Dataset: Carbon stocks and accretion rates for wetland sediment at Miner Slough, Sacramento-San Joaquin Delta, California",NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA
Breithaupt_et_al_2020,Breithaupt_et_al_2020,Misc,https://doi.org/10.25573/data.9894266,Misc,10.25573/data.9894266,NA,2020,NA,The Smithsonian Institution,NA,NA,"Breithaupt, Joshua L. and Smoak, Joseph M. and Bianchi, Thomas S. and Vaughn, Derrick and Sanders, Christian J. and Radabaugh, Kara R. and  Michael J. Osland and Laura C. Feher and James C. Lynch and Donald R. Cahoon and Gordon H. Anderson and Kevin R.T. Whelan and Brad E. Rosenheim and Ryan P. Moyer and Lisa G. Chambers",Dataset: Increasing rates of carbon burial in southwest Florida coastal wetlands,NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Breithaupt_et_al_2014,Article,breithaupt2014temporal,Article,NA,NA,2014,NA,Wiley Online Library,119,10,Joshua L Breithaupt and Joseph M Smoak and Thomas J {Smith III} and Christian J Sanders,"Temporal variability of carbon and nutrient burial, sediment accretion, and mass accumulation over the past century in a carbonate platform mangrove forest of the Florida Everglades",Journal of Geophysical Research: Biogeosciences,NA,2032--2048,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2014,Breithaupt_et_al_2014,Misc,breithaupt2014DataRelease,Misc,10.25573/serc.11310926,NA,2019,NA,The Smithsonian Institution,NA,NA,Joshua L. Breithaupt and Joseph M. Smoak and Christian J. Sanders and III {Thomas J. Smith},"Temporal variability of carbon and nutrient burial, sedient accretion, and mass accumulation over the past century in a carbonate platform mangrove forest of the Florida Everglades",NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Boyd_and_Sommerfield_2016,Article,Boyd_and_Sommerfield_2016,Article,10.1016/j.ecoleng.2016.03.045,https://doi.org/10.1016/j.ecoleng.2016.03.045,2016,jul,Elsevier {BV},92,NA,Brandon M. Boyd and Christopher K. Sommerfield,Marsh accretion and sediment accumulation in a managed tidal wetland complex of Delaware Bay,Ecological Engineering,NA,37--46,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,Unger_et_al_2016,Article,Unger_et_al_2016,Article,10.1016/j.ecss.2016.10.001,https://doi.org/10.1016/j.ecss.2016.10.001,2016,dec,Elsevier {BV},182,NA,Viktoria Unger and Tracy Elsey-Quirk and Christopher Sommerfield and David Velinsky,Stability of organic carbon accumulating in Spartina alterniflora-dominated salt marshes of the Mid-Atlantic U.S.,"Estuarine, Coastal and Shelf Science",NA,179--189,NA,NA,NA,NA,NA,NA
Boyd_2012,Boyd_2012,MastersThesis,Boyd_2012,MastersThesis,NA,http://udspace.udel.edu/handle/19716/12831,2012,NA,NA,NA,NA,Brandon Boyd,Comparison of sediment accumulation and accretion in impounded and unimpounded marshes of the Delaware Estuary,NA,University of Delaware,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2017,Boyd_et_al_2017,Article,Boyd_et_al_2017,Article,10.1016/j.margeo.2016.11.008,https://doi.org/10.1016/j.margeo.2016.11.008,2017,NA,Elsevier,383,NA,Brandon M. Boyd and Christopher K. Sommerfield and Tracy Elsey-Quirk,Hydrogeomorphic influences on salt marsh sediment accumulation and accretion in two estuaries of the U.S. Mid-Atlantic coast,Marine Geology,NA,132--145,NA,NA,NA,NA,NA,NA
Boyd_and_Sommerfield_2016,Boyd_et_al_2019,Misc,Boyd_et_al_2019,Misc,10.25573/data.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,2019,NA,The Smithsonian Institution,NA,NA,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,NA,NA,NA,"50301 Carbon Sequestration Science, Soil Science",NA,NA,NA,NA,NA
Unger_et_al_2016,Boyd_et_al_2019,Misc,Boyd_et_al_2019,Misc,10.25573/data.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,2019,NA,The Smithsonian Institution,NA,NA,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,NA,NA,NA,"50301 Carbon Sequestration Science, Soil Science",NA,NA,NA,NA,NA
Boyd_2012,Boyd_et_al_2019,Misc,Boyd_et_al_2019,Misc,10.25573/data.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,2019,NA,The Smithsonian Institution,NA,NA,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,NA,NA,NA,"50301 Carbon Sequestration Science, Soil Science",NA,NA,NA,NA,NA
Boyd_et_al_2017,Boyd_et_al_2019,Misc,Boyd_et_al_2019,Misc,10.25573/data.9747065,https://smithsonian.figshare.com/articles/Dataset_Accretion_and_sediment_accumulation_in_impounded_and_unimpounded_marshes_in_the_Delaware_Estuary_and_Barnegat_Bay/9747065,2019,NA,The Smithsonian Institution,NA,NA,Brandon Boyd and Christopher K. Sommerfield and Tracy Quirk and Viktoria Unger,Dataset: Accretion and sediment accumulation in impounded and unimpounded marshes in the Delaware Estuary and Barnegat Bay,NA,NA,NA,"50301 Carbon Sequestration Science, Soil Science",NA,NA,NA,NA,NA
