study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes,representative_depth_min,representative_depth_max,method_id
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-4,5,10,0.231828481784905,0.2212384223937988,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-4,20,25,0.2257277322642496,0.3280026626586914,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-4,37,42,0.2806344779501482,0.2930976676940918,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-4,72,77,0.3965487188426007,0.08333461761474609,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-4,NA,NA,0.6309918075649295,0.02573421478271484,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-5,5,10,0.30852361861600147,0.10373191833496094,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-5,20,25,0.49677531811051073,0.04298731327056884,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-5,37,42,0.5551682063796409,0.03186591625213623,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-5,72,77,0.515077566672477,0.04729292392730713,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-5,NA,NA,0.6771831967927489,0.02035378694534301,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-6,5,10,0.4854453547150079,0.09602720260620118,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-6,20,25,0.4723723200278892,0.09280525207519533,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-6,37,42,0.3041659403869619,0.12525646209716798,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-6,72,77,0.30765208297019353,0.137085657119751,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-6,NA,NA,0.3852187554470978,0.06901535034179687,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-1,5,10,1.2709984152139462,0.00324094384999999,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-1,20,25,1.5467511885895404,0.00206702709197998,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-1,37,42,1.434231378763867,0.00406397402,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-1,72,77,1.4801901743264658,0.00202258691,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-1,NA,NA,1.625990491283677,0.00283005208,vertical slice of 5cm taken within the given representative depth range,100,115,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-2,5,10,1.375594294770206,0.00370135963,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-2,20,25,1.5467511885895404,0.00310486197471618,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-2,37,42,1.4247226624405709,0.00249837309122085,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-2,72,77,1.414421553090333,0.00432640433,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-2,NA,NA,1.619651347068146,0.00148028508,vertical slice of 5cm taken within the given representative depth range,100,120,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-3,20,25,1.5071315372424725,0.0025989002,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-3,37,42,1.4041204437400951,0.00233974367,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-3,72,77,1.451664025356577,0.00263522357,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-3,5,10,1.2250396196513471,0.00281324625,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-4,5,10,1.3114104595879557,0.00335726052522659,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-4,20,25,1.4429477020602222,0.00218362033367157,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-4,37,42,1.4540412044374011,0.00223292843,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-4,72,77,1.4548335974643425,0.00256609917,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-4,NA,NA,1.427892234548336,0.00213723987,vertical slice of 5cm taken within the given representative depth range,100,115,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-5,5,10,1.3082408874801903,0.00226081311702728,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-5,20,25,1.5522979397781302,0.0026677319407463,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-5,37,42,1.4619651347068148,0.00294368267059326,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-5,72,77,1.471473851030111,0.00246877983,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-5,NA,NA,1.320919175911252,0.00317060559999999,vertical slice of 5cm taken within the given representative depth range,100,117,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-6,20,25,1.5118858954041206,0.00231598899,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-6,37,42,1.4587955625990494,0.00239479079842567,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-6,72,77,1.5665610142630748,0.00220965818,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-6,5,10,1.2828843106180663,0.00512718856334686,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-1,5,10,1.388272583201268,0.00380568415,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-1,20,25,1.423930269413629,0.00442190796136856,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-1,37,42,1.4461172741679875,0.00405675352,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-1,72,77,1.3019017432646596,0.0071637737751007,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-1,NA,NA,1.6465927099841524,0.00301409155130386,vertical slice of 5cm taken within the given representative depth range,100,133,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-2,5,10,1.3367670364500792,0.00340110689401626,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-2,20,25,1.466719492868463,0.00290513634681701,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-2,37,42,1.442947702060222,0.0040231841802597,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-2,72,77,1.7123613312202857,0.00155399158596992,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
