study_id,bibliography_id,publication_type,bibtype,doi,url,author,keywords,title,publisher,year,copyright,month,volume,number,pages,journal,school,key,editor,booktitle,institution,language
Oakes_and_Connolly_2004,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Vichkovitten_et_al_2005,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
De_Troch_et_al_2006,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Fourqurean_et_al_2010,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Volkman_et_al_2008,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Figueiredo_da_Silva_et_al_2009,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Grenz_et_al_2003,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Sfriso_and_Marcomini_1999,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Holmer_et_al_2001,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Leduc_and_Probert_2011,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Holmer_et_al_2003,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Lo_Iacono_et_al_2008,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Maher_and_Eyre_2010,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Apostolaki_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Duarte_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Fourqurean_and_Kendrick_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Kennedy_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Marba_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Mateo_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Serrano_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Fourqurean_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Yamamuro_et_al_1993,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Al-Rousan_et_al_2005,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Devereux_et_al_2011,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Burns_and_Swart_1992,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Amon_and_Herndl_1991,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Rosenfeld_1979,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
De_Falco_et_al_2006,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Grady_1981,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Koepfler_et_al_1993,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Buzzelli_1998,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Danovaro_and_Fabiano_1995,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Alongi_et_al_2008,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Kristensen_et_al_2000,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Spivak_et_al_2009,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Borg_et_al_2010,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
