study_id,bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,type,issue,issn,eprint,article-number
SWAMP_Data_Soil_carbon_MRT7_2014,SWAMP_Data_Soil_carbon_MRT7_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_MRT9_2014,SWAMP_Data_Soil_carbon_MRT9_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM1_2014,SWAMP_Data_Soil_carbon_NCM1_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM4_2014,SWAMP_Data_Soil_carbon_NCM4_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM5_2014,SWAMP_Data_Soil_carbon_NCM5_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT2_2014,SWAMP_Data_Soil_carbon_NCT2_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT3_2014,SWAMP_Data_Soil_carbon_NCT3_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT6_2014,SWAMP_Data_Soil_carbon_NCT6_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil,SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Bunaken_2011,SWAMP_Data_Soil_carbon_Bunaken_2011_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Bunaken-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00141,http://dx.doi.org/10.17528/cifor/data.00141,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Bunaken-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Cilacap_2011,SWAMP_Data_Soil_carbon_Cilacap_2011_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Cilacap-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00142,http://dx.doi.org/10.17528/cifor/data.00142,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Cilacap-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Kubu Raya-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00143,http://dx.doi.org/10.17528/cifor/data.00143,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Kubu Raya-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,Daniel_et_al_2015_article,associated source,Article,The potential of Indonesian mangrove forests for global climate change mitigation,Daniel Murdiyarso and Joko Purbopuspito and J. Boone Kauffman and Matthew W. Warren and Sigit D. Sasmito and Daniel C. Donato and Solichin Manuri and Haruni Krisnawati and Sartji Taberima and Sofyan Kurnianto,NA,10.1038/nclimate2734,http://dx.doi.org/10.1038/nclimate2734,2015,jul,Springer Science and Business Media LLC,5,12,1089–1092,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,1758-6798,NA,NA
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,Daniel_et_al_2015_article,associated source,Article,The potential of Indonesian mangrove forests for global climate change mitigation,Daniel Murdiyarso and Joko Purbopuspito and J. Boone Kauffman and Matthew W. Warren and Sigit D. Sasmito and Daniel C. Donato and Solichin Manuri and Haruni Krisnawati and Sartji Taberima and Sofyan Kurnianto,NA,10.1038/nclimate2734,http://dx.doi.org/10.1038/nclimate2734,2015,jul,Springer Science and Business Media LLC,5,12,1089–1092,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,1758-6798,NA,NA
SWAMP_Data_Soil_carbon_Tanjung_Puting_2009_Indonesia,Daniel_et_al_2015_article,associated source,Article,The potential of Indonesian mangrove forests for global climate change mitigation,Daniel Murdiyarso and Joko Purbopuspito and J. Boone Kauffman and Matthew W. Warren and Sigit D. Sasmito and Daniel C. Donato and Solichin Manuri and Haruni Krisnawati and Sartji Taberima and Sofyan Kurnianto,NA,10.1038/nclimate2734,http://dx.doi.org/10.1038/nclimate2734,2015,jul,Springer Science and Business Media LLC,5,12,1089–1092,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,1758-6798,NA,NA
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,Daniel_et_al_2015_article,associated source,Article,The potential of Indonesian mangrove forests for global climate change mitigation,Daniel Murdiyarso and Joko Purbopuspito and J. Boone Kauffman and Matthew W. Warren and Sigit D. Sasmito and Daniel C. Donato and Solichin Manuri and Haruni Krisnawati and Sartji Taberima and Sofyan Kurnianto,NA,10.1038/nclimate2734,http://dx.doi.org/10.1038/nclimate2734,2015,jul,Springer Science and Business Media LLC,5,12,1089–1092,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,1758-6798,NA,NA
SWAMP_Data_Soil_carbon_Timika_2011_Indonesia,Daniel_et_al_2015_article,associated source,Article,The potential of Indonesian mangrove forests for global climate change mitigation,Daniel Murdiyarso and Joko Purbopuspito and J. Boone Kauffman and Matthew W. Warren and Sigit D. Sasmito and Daniel C. Donato and Solichin Manuri and Haruni Krisnawati and Sartji Taberima and Sofyan Kurnianto,NA,10.1038/nclimate2734,http://dx.doi.org/10.1038/nclimate2734,2015,jul,Springer Science and Business Media LLC,5,12,1089–1092,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,1758-6798,NA,NA
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Sembilang-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00144,http://dx.doi.org/10.17528/cifor/data.00144,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Sembilang-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Tanjung_Puting_2009_Indonesia,SWAMP_Data_Soil_carbon_Tanjung_Puting_2009_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Tanjung Puting-2009,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00145,http://dx.doi.org/10.17528/cifor/data.00145,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Tanjung Puting-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Teminabuan-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00146,http://dx.doi.org/10.17528/cifor/data.00146,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Teminabuan-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Timika_2011_Indonesia,SWAMP_Data_Soil_carbon_Timika_2011_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Timika-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00147,http://dx.doi.org/10.17528/cifor/data.00147,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Timika-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam,SWAMP_Data_Soil_carbon_Ca_Mau_2012_Vietnam_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Ca Mau-2012,Vien N.N. and Sasmito S.D. and Murdiyarso D. and Purbopuspito J. and MacKenzie R.A.,NA,10.17528/cifor/data.00149,http://dx.doi.org/10.17528/cifor/data.00149,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Ca Mau-2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Kaimana_City_West_Papua_2017_Indonesia,SWAMP_Data_Soil_carbon_Kaimana_City_West_Papua_2017_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Can Gio-2012,Vien N.N. and Sasmito S.D. and Murdiyarso D. S.D. and Purbopuspito J. and MacKenzie R.A.,NA,10.17528/cifor/data.00148,http://dx.doi.org/10.17528/cifor/data.00148,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Can Gio-2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_CanGio_2012_Vietnam,Vien_et_al_2016_article,associated source,Article,Carbon stocks in artificially and naturally regenerated mangrove ecosystems in the Mekong Delta,Vien Ngoc Nam and Sigit D. Sasmito and Daniel Murdiyarso and Joko Purbopuspito and Richard A. MacKenzie,NA,10.1007/s11273-015-9479-2,http://dx.doi.org/10.1007/s11273-015-9479-2,2016,jan,Springer Science and Business Media LLC,24,2,231–244,Wetlands Ecology and Management,NA,NA,NA,NA,NA,NA,NA,NA,1572-9834,NA,NA
SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil,SWAMP_Data_Soil_carbon_Furo_Grande_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Furo Grande-2017,"Kauffman, J.B. and Bernardino, A.F. and Ferreira, T.O. and Giovannoni, L.R. and de O. Gomes, L.E. and Romero, D.J. and Jimenez, L.C.Z. and Ruiz, F.",NA,10.17528/CIFOR/DATA.00166,https://doi.org/10.17528/CIFOR/DATA.00166,2019,NA,Center for International Forestry Research (CIFOR),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royna_et_al_2024,Royna_et_al_2024_data,primary dataset,Misc,SWAMP Dataset-Soil-Banten-2022,Milkah Royna; Daniel Murdiyarso; Sigit D. Sasmito; Desra Arriyadi; Joeni Setijo Rahajoe; Mufidah Ghina Zahro; Trialaksita Sari Priska Ardhani,NA,https://doi.org/10.17528/CIFOR/DATA.LKVADC,https://data.cifor.org/dataset.xhtml?persistentId=doi%3A10.17528%2FCIFOR%2FDATA.LKVADC,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royna_et_al_2024,Royna_et_al_2024_paper,article,Article,"Carbon stocks and effluxes in mangroves converted into aquaculture: a case study from Banten Province, Indonesia","Royna M, Murdiyarso D, Sasmito SD, Arriyadi D, Rahajoe JS, Zahro MG, Ardhani TSP",NA,https://doi.org/10.3389/fevo.2024.1340531,https://doi.org/10.3389/fevo.2024.1340531,2024,NA,NA,NA,NA,NA,Frontiers in Ecology and Evolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akther_et_al_2021,Akther_et_al_2021_article,primary dataset,Article,Fractionation of Organic Carbon and Stock Measurement in the Sundarbans Mangrove Soils of Bangladesh,"Sayada Momotaz Akther, Md Mahfuz Islam, Md Faruque Hossain, Zakia Parveen",NA,https://doi.org/10.4236/ajcc.2021.104028,https://www.scirp.org/journal/paperinformation.aspx?paperid=114407,2021,NA,NA,NA,NA,NA,American Journal of Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adotey_et_al_2024,Adotey_et_al_2024_data,primary dataset,Misc,"Dataset: Carbon Stock Assessment in the Kakum and Amanzule Estuary Mangrove Forests, Ghana","Joshua Adotey, Denis Worlanyo Aheto, John Blay, Emmanuel Acheampong",NA,10.25573/serc.25148561,https://doi.org/10.25573/serc.25148561.v1,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adotey_et_al_2024,Adotey_et_al_2022,article,Misc,"Carbon Stock Assessment in the Kakum and Amanzule Estuary Mangrove Forests, Ghana","Joshua Adotey,Emmanuel Acheampong, Denis Worlanyo Aheto, and John Blay",NA,https://doi.org/10.3390/su141912782,https://www.mdpi.com/2071-1050/14/19/12782,2022,NA,NA,NA,NA,NA,Sustainability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
