study_id,bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,issn,eprint,article-number
Fell_et_al_2021,Fell_et_al_2021_data,primary dataset,Misc,"{Dataset: Carbon sequestration across Northeastern, Florida Coastal Wetlands}",Claire Fell and Therese Adgie and Samantha Chapman,NA,10.25573/serc.15043920.v1,https://smithsonian.figshare.com/articles/dataset/Dataset_Carbon_sequestration_across_Northeastern_Florida_Coastal_Wetlands/15043920,2021,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ensign_et_al_2020,Ensign_et_al_2020_data,primary dataset,Misc,Dataset: Head of tide bottleneck of particulate material transport from watersheds to estuaries,Scott H. Ensign and Gregory B. Noe and Cliff R. Hupp and Katherine J. Skalak,NA,10.25573/SERC.13483332,https://smithsonian.figshare.com/articles/dataset/Dataset_Head_of_tide_bottleneck_of_particulate_material_transport_from_watersheds_to_estuaries/13483332,2021,jan,The Smithsonian Institution,NA,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA
Ensign_et_al_2020,Ensign_et_al_2015_article,associated source,Article,Head-of-tide bottleneck of particulate material transport from watersheds to estuaries,Scott H. Ensign and Gregory B. Noe and Cliff R. Hupp and Katherine J. Skalak,NA,10.1002/2015gl066830,https://doi.org/10.1002/2015gl066830,2015,dec,American Geophysical Union ({AGU}),42,24,"10,671--10,679",Geophysical Research Letters,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eagle_et_al_2021,Eagle_et_al_2021_data,primary dataset,Misc,"Collection, analysis, and age-dating of sediment cores from mangrove wetlands in San Juan Bay Estuary, Puerto Rico, 2016",Jennifer A {O'keefe Suttles} and Cathleen Wigand and Meagan J Eagle and Benjamin Branoff and Stephen Balogh and Kenneth Miller and Rose Martin and Alana Hanson and Autumn Oczkowski and Evelyn Huertas and Elizabeth Watson and Joseph Loffredo,NA,10.5066/P97CAF30,https://www.sciencebase.gov/catalog/item/60902e3fd34e93746a710491,2021,NA,U.S. Geological Survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eagle_et_al_2021,Wigand_et_al_2021_article,associated source,Article,"Recent Carbon Storage and Burial Exceed Historic Rates in the San Juan Bay Estuary Peri-Urban Mangrove Forests (Puerto Rico, United States)",Cathleen Wigand and Meagan Eagle and Benjamin L. Branoff and Stephen Balogh and Kenneth M. Miller and Rose M. Martin and Alana Hanson and Autumn J. Oczkowski and Evelyn Huertas and Joseph Loffredo and Elizabeth B. Watson,NA,10.3389/ffgc.2021.676691,https://www.frontiersin.org/article/10.3389/ffgc.2021.676691,2021,NA,NA,4,NA,67,Frontiers in Forests and Global Change,NA,NA,NA,NA,NA,NA,2624-893X,NA,NA
Drexler_et_al_2019,Drexler_et_al_2019_article,associated source,Article,"Carbon accumulation and vertical accretion in a restored versus historic salt marsh in southern Puget Sound, Washington, United States",Judith Z. Drexler and Isa Woo and Christopher C. Fuller and Glynnis Nakai,NA,10.1111/rec.12941,https://doi.org/10.1111/rec.12941,2019,mar,Wiley,27,5,1117--1127,Restoration Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drexler_et_al_2013,Drexler_et_al_2013_combined,combined dataset and manuscript,Article,"A Long-Term Comparison of Carbon Sequestration Rates in Impounded and Naturally Tidal Freshwater Marshes Along the Lower Waccamaw River, South Carolina",Judith Z. Drexler and Ken W. Krauss and M. Craig Sasser and Christopher C. Fuller and Christopher M. Swarzenski and Amber Powell and Kathleen M. Swanson and James Orlando,NA,10.1007/s13157-013-0456-3,https://doi.org/10.1007/s13157-013-0456-3,2013,jul,Springer Science and Business Media {LLC},33,5,965--974,Wetlands,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drexler_et_al_2009,Drexler_et_al_2009_article,associated source,Article,"Peat Accretion Histories During the Past 6,000~Years in Marshes of the Sacramento{\textendash}San Joaquin Delta, {CA}, {USA}",Judith Z. Drexler and Christian S. {de Fontaine} and Thomas A. Brown,NA,10.1007/s12237-009-9202-8,https://doi.org/10.1007/s12237-009-9202-8,2009,jul,Springer Science and Business Media {LLC},32,5,871--892,Estuaries and Coasts,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doughty_et_al_2016,Doughty_et_al_2019_data,primary dataset,Misc,Mangroves marching northward: the impacts of rising seas and temperatures on ecosystems at Kennedy Space Center,Cheryl Doughty and {J. Adam Langley} and Wayne Walker and Ilka C. Feller and Ronald Schaub and Samantha Chapman,NA,10.25573/DATA.9695918.V1,https://smithsonian.figshare.com/articles/Mangroves_marching_northward_the_impacts_of_rising_seas_and_temperatures_on_ecosystems_at_Kennedy_Space_Center/9695918/1,2019,NA,The Smithsonian Institution,NA,NA,NA,NA,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA
Doughty_et_al_2016,Doughty_et_al_2015_article,associated source,Article,Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage,Cheryl L. Doughty and J. Adam Langley and Wayne S. Walker and Ilka C. Feller and Ronald Schaub and Samantha K. Chapman,NA,10.1007/s12237-015-9993-8,https://doi.org/10.1007/s12237-015-9993-8,2015,may,Springer Science and Business Media {LLC},39,2,385--396,Estuaries and Coasts,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dai_et_al_2022,Trettin_et_al_2020_dataset,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Rufiji River Delta-2016,"Trettin, C.; Dai, Z.; Mangora, M.; Lagomasino, D.; Lee, S.K.; Tang, W.; Fatoyinbo, T.",NA,https://doi.org/10.17528/CIFOR/DATA.00221,https://data.cifor.org/dataset.xhtml?persistentId=doi:10.17528/CIFOR/DATA.00221,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dai_et_al_2022,Dai_et_al_2022,associated source,Article,"Soil Carbon within the Mangrove Landscape in Rufiji River Delta, Tanzania","Zhaohua Dai, Carl C. Trettin, Mwita M. Mangora & Wenwu Tang",NA,https://doi.org/10.1007/s13157-022-01608-9,https://link.springer.com/article/10.1007/s13157-022-01608-9,2022,NA,NA,NA,NA,NA,Wetlands,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis_et_al_2022,Curtis_et_al_2022_article,associated source,Article,"A Summary of Water-Quality and Salt Marsh Monitoring, Humboldt Bay, California","Jennifer A. Curtis, Karen M. Thorne, Chase M. Freeman, Kevin J. Buffington, and Judith Z. Drexler",NA,10.3133/ofr20221076,https://doi.org/10.3133/ofr20221076,2022,sep,NA,NA,NA,NA,USGS Publications Warehouse,NA,NA,NA,NA,NA,16,NA,NA,NA
Curtis_et_al_2022,Curtis_et_al_2022_data,primary dataset,Misc,"Salt marsh monitoring during water years 2013 to 2019, Humboldt Bay, CA – water levels, surface deposition, elevation change, and carbon storage","Curtis, J.A., Thorne, K.M., Freeman C.M., Buffington, K.J., and Drexler, J.Z.",NA,10.5066/P9QLAL7B,https://doi.org/10.5066/P9QLAL7B,2022,jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
Craft_2007,Craft_2007_article,associated source,Article,"Freshwater input structures soil properties, vertical accretion, and nutrient accumulation of Georgia and U.S tidal marshes",Christopher Craft,NA,10.4319/lo.2007.52.3.1220,https://doi.org/10.4319/lo.2007.52.3.1220,2007,may,Wiley,52,3,1220--1230,Limnology and Oceanography,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Costa_et_al_2022_article,associated source,Article,Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings,Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin Turner and Joy Kumagai and James Leichter and Octavio Aburto-Oropeza,NA,10.1002/lno.12241,https://doi.org/10.1002/lno.12241,2022,NA,NA,67,S2,S104-S117,Limnology and Oceanography,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Costa_et_al_2023_data,primary dataset,Misc,Dataset: Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings.,Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin L. Turner and James Leichter and Octavio Aburto-Oropeza,NA,10.25573/SERC.21295716,https://smithsonian.figshare.com/articles/dataset/Dataset_Sediment_depth_and_accretion_shape_belowground_mangrove_carbon_stocks_across_a_range_of_climatic_and_geologic_settings_/21295716,2023,NA,Smithsonian Environmental Research Center,NA,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021,Sharma_et_al_2021_kohkoh_data_biomass,primary dataset,Misc,taset-Mangrove Biomass Vegetation-Koh Kong–2014-15,Sharma Sahadev and MacKenzie {Richard A} and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton {Creighton M.} and Apwong Maybeleen,NA,10.17528/cifor/data.00261,http://dx.doi.org/10.17528/CIFOR/DATA.00261,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021,Sharma_et_al_2021_preynob_data_biomass,primary dataset,Misc,taset-Mangrove Biomass Vegetation-Prey Nob–2015,Sharma Sahadev and MacKenzie {Richard A} and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton {Creighton M.} and Apwong Maybeleen,NA,10.17528/cifor/data.00255,http://dx.doi.org/10.17528/CIFOR/DATA.00255,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2021,MacKenzie_et_al_2021_catanauan_data_biomass,primary dataset,Misc,taset-Mangrove Biomass Vegetation-Catanauan–2014,MacKenzie {Richard A} and Apwong Maybeleen and Castillo Alan,NA,10.17528/cifor/data.00253,http://dx.doi.org/10.17528/CIFOR/DATA.00253,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_krabi_data_biomass,primary dataset,Misc,taset-Mangrove Biomass Vegetation-Krabi River Estuary-2015,Bukoski {Jacob J.} and Elwin Angie,NA,10.17528/cifor/data.00218,http://dx.doi.org/10.17528/CIFOR/DATA.00218,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_pak_data_biomass,primary dataset,Misc,taset-Mangrove Biomass Vegetation-Pak Panang Mangrove-2015,Bukoski {Jacob J.},NA,10.17528/cifor/data.00242,http://dx.doi.org/10.17528/CIFOR/DATA.00242,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_palian_data_biomass,primary dataset,Misc,taset-Mangrove Biomass Vegetation-Palian River Estuary-2013,MacKenzie {Richard A.} and Apwong Maybeleen and Purbopuspito Joko and Bukoski {Jacob J.},NA,10.17528/cifor/data.00241,http://dx.doi.org/10.17528/CIFOR/DATA.00241,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trettin_et_al_2020,Trettin_et_al_2020_data_biomass,primary dataset,Misc,taset-Mangrove biomass vegetation-Rufiji River Delta-2016,Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola,NA,10.17528/cifor/data.00219,http://dx.doi.org/10.17528/CIFOR/DATA.00219,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trettin_et_al_2020,Trettin_et_al_2020_zambezi_data_biomass,primary dataset,Misc,taset-Mangrove biomass vegetation-Zambezi River Delta-2012,Trettin Carl and Stringer Christina and Tang Wenwu and Macamo Celia and Bandeira Salomão and Nicolau Denise and Macuacua Joaquím and Fatoyinbo Temilola and Simard Marc,NA,10.17528/cifor/data.00217,http://dx.doi.org/10.17528/CIFOR/DATA.00217,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2021,MacKenzie_et_al_2021_catanauan_data_soil,primary dataset,Misc,taset-Mangrove Soil Carbon-Catanauan–2014,MacKenzie {Richard A} and Apwong Maybeleen and Castillo Alan,NA,10.17528/cifor/data.00262,http://dx.doi.org/10.17528/CIFOR/DATA.00262,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021,Sharma_et_al_2021_kohkoh_data_soil,primary dataset,Misc,taset-Mangrove Soil Carbon-Koh Kong–2014-15,Sharma Sahadev and MacKenzie {Richard A} and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton {Creighton M.} and Apwong Maybeleen,NA,10.17528/cifor/data.00265,http://dx.doi.org/10.17528/CIFOR/DATA.00265,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021,Sharma_et_al_2021_preynob_data_soil,primary dataset,Misc,taset-Mangrove Soil Carbon-Prey Nob–2015,Sharma Sahadev and MacKenzie {Richard A} and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton {Creighton M.} and Apwong Maybeleen,NA,10.17528/cifor/data.00254,http://dx.doi.org/10.17528/CIFOR/DATA.00254,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_krabi_data_soil,primary dataset,Misc,taset-Mangrove Soil Carbon-Krabi River Estuary-2015,Bukoski {Jacob J.} and Elwin Angie,NA,10.17528/cifor/data.00240,http://dx.doi.org/10.17528/CIFOR/DATA.00240,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_pak_data_soil,primary dataset,Misc,taset-Mangrove Soil Carbon-Pak Panang Mangrove-2015,Bukoski {Jacob J.},NA,10.17528/cifor/data.00239,http://dx.doi.org/10.17528/CIFOR/DATA.00239,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trettin_et_al_2020,Trettin_et_al_2020_data_soil,primary dataset,Misc,taset-Mangrove soil carbon-Rufiji River Delta-2016,Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola,NA,10.17528/cifor/data.00221,http://dx.doi.org/10.17528/CIFOR/DATA.00221,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_palian_data_soil,primary dataset,Misc,taset-Mangrove Soil Carbon-Palian River Estuary-2013,MacKenzie {Richard A.} and Apwong Maybeleen and Purbopuspito Joko and Bukoski {Jacob J.},NA,10.17528/cifor/data.00238,http://dx.doi.org/10.17528/CIFOR/DATA.00238,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove biomass vegetation-Barreto-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and {de O. Gomes L.E.} and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00132,https://doi.org/10.17528/cifor/data.00132,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Baouth-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00155,https://doi.org/10.17528/cifor/data.00155,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Bhitakarnika-2013,Bhomia R.K. and MacKenzie R.A. and Murdiyarso D. and Sasmito S.D. and Purbopuspito J.,NA,10.17528/cifor/data.00151,https://doi.org/10.17528/cifor/data.00151,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Bintuni-2011,CIFOR Center {for International Forestry Research},NA,10.17528/cifor/data.00092,https://doi.org/10.17528/cifor/data.00092,2018,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Bunaken-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00141,https://doi.org/10.17528/cifor/data.00141,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Caet{\'{e}} -2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and {de O. Gomes L.E.} and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00164,https://doi.org/10.17528/cifor/data.00164,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Ca Mau-2012,Vien N.N. and Sasmito S.D. and Murdiyarso D. and Purbopuspito J. and MacKenzie R.A.,NA,10.17528/cifor/data.00149,https://doi.org/10.17528/cifor/data.00149,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Can Gio-2012,Vien N.N. and Sasmito S.D. and Murdiyarso D. S.D. and Purbopuspito J. and MacKenzie R.A.,NA,10.17528/cifor/data.00148,https://doi.org/10.17528/cifor/data.00148,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Cauassu Oeste Shrimp-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and {de O. Gomes L.E.} and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00173,https://doi.org/10.17528/cifor/data.00173,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Cauassu Leste Shrimp-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and {de O. Gomes L.E.} and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00172,https://doi.org/10.17528/cifor/data.00172,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Cumbe Leste Camaro-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and {de O. Gomes L.E.} and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00174,https://doi.org/10.17528/cifor/data.00174,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Manggrove soil carbon-Cumbe Norte Camarao-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and {de O. Gomes L.E.} and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00175,https://doi.org/10.17528/cifor/data.00175,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Soil-Demak-2019,Ardhani T.S.P. and Murdiyarso D. and Kusmana C,NA,10.17528/cifor/data.00282,https://doi.org/10.17528/cifor/data.00282,2021,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Diamniadio-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00156,https://doi.org/10.17528/cifor/data.00156,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Djirnda-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00154,https://doi.org/10.17528/cifor/data.00154,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Fambine-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00153,https://doi.org/10.17528/cifor/data.00153,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Misc,{SWAMP} Dataset-Mangrove soil carbon-Furo do Chato-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and {de O. Gomes L.E.} and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00165,https://doi.org/10.17528/cifor/data.00165,2019,NA,Center for International Forestry Research ({CIFOR}) and World Agroforestry Centre ({ICRAF}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
