study_id,core_id,country,core_latitude,core_longitude,latitude_precision,longitude_precision,core_elevation,salinity_code,vegetation_code,inundation_class,core_length_flag,depth_min,depth_max,Holocene_RSLR,carbon_stock (Mg ha-1),corrected_carbon_stock_using_estimated_conversion_factor (Mg ha-1),carbon_stock_final  (Mg ha-1)?,Included_in_previous_compilations?
Woodroffe (1985),"Tuff Crater, New Zealand2",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,136.5243073,,136.524307,Yes
Woodroffe (1985),"Tuff Crater, New Zealand3",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,156.9071914,,156.907191,Yes
Woodroffe (1985),"Tuff Crater, New Zealand4",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,166.1060014,,166.106001,Yes
Woodroffe (1985),"Tuff Crater, New Zealand5",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,166.1060014,,166.106001,Yes
Woodroffe (1985),"Tuff Crater, New Zealand6",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,166.1060014,,166.106001,Yes
Woodroffe (1985),"Tuff Crater, New Zealand7",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,170.5073598,,170.50736,Yes
Woodroffe (1985),"Tuff Crater, New Zealand8",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,198.4415549,,198.441555,Yes
Woodroffe (1985),"Tuff Crater, New Zealand9",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,202.0973718,,202.097372,Yes
Woodroffe (1985),"Tuff Crater, New Zealand10",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,209.2049348,,209.204935,Yes
Woodroffe (1985),"Tuff Crater, New Zealand11",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,212.6637971,,212.663797,Yes
Woodroffe (1985),"Tuff Crater, New Zealand12",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,212.6637971,,212.663797,Yes
Woodroffe (1985),"Tuff Crater, New Zealand13",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,212.6637971,,212.663797,Yes
Woodroffe (1985),"Tuff Crater, New Zealand14",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,216.0636281,,216.063628,Yes
Woodroffe (1985),"Tuff Crater, New Zealand15",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,219.4072921,,219.407292,Yes
Woodroffe (1985),"Tuff Crater, New Zealand16",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,225.9364836,,225.936484,Yes
Woodroffe (1985),"Tuff Crater, New Zealand17",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,241.4393001,,241.4393,Yes
Woodroffe (1985),"Tuff Crater, New Zealand18",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,287.6130328,,287.613033,Yes
Woodroffe (1985),"Tuff Crater, New Zealand19",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,290.0859406,,290.085941,Yes
Woodroffe (1985),"Tuff Crater, New Zealand20",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,basin,NA,0,NA,III~V,329.1223656,,329.122366,Yes
Yang et a. (2013),Core-2-Yang,New Zealand,-36.883,174.7,3,1,NA,NA,scrub shrub,fringe,0.1,0,0.1,III~V,99.4,,99.4,Yes
Yang et a. (2013),Core-3-Yang,New Zealand,-36.883,174.7,3,1,NA,NA,scrub shrub,dwarf,0.1,0,0.1,III~V,150.96,,150.96,Yes
Yang et a. (2013),Core-4-Yang,New Zealand,-36.883,174.7,3,1,NA,NA,scrub shrub,dwarf,0.1,0,0.1,III~V,98.2,,98.2,Yes
Yang et a. (2013),Yang-101,New Zealand,-36.883,174.7,3,1,v,NA,NA,NA,0.1,0,0.1,III~V,290.3045293,,290.304529,Yes
Yang et a. (2013),Yang-11,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,271.0201034,,271.020103,Yes
Yang et a. (2013),Yang-116,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,242.3257218,,242.325722,Yes
Yang et a. (2013),Yang-131,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,248.4998685,,248.499869,Yes
Yang et a. (2013),Yang-146,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,268.6375582,,268.637558,Yes
Yang et a. (2013),Yang-161,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,303.1224102,,303.12241,Yes
Yang et a. (2013),Yang-175,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,238.6422537,,238.642254,Yes
Yang et a. (2013),Yang-191,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,252.5269473,,252.526947,Yes
Yang et a. (2013),Yang-206,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,248.8181156,,248.818116,Yes
Yang et a. (2013),Yang-221,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,295.5248169,,295.524817,Yes
Yang et a. (2013),Yang-236,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,245.1117163,,245.111716,Yes
Yang et a. (2013),Yang-240,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,234.5843294,,234.584329,Yes
Yang et a. (2013),Yang-248,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,233.9434526,,233.943453,Yes
Yang et a. (2013),Yang-25,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,304.7070829,,304.707083,Yes
Yang et a. (2013),Yang-252,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,240.6296446,,240.629645,Yes
Yang et a. (2013),Yang-256,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,235.99979,,235.99979,Yes
Yang et a. (2013),Yang-260,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,215.9994892,,215.999489,Yes
Yang et a. (2013),Yang-264,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,229.2278763,,229.227876,Yes
Yang et a. (2013),Yang-268,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,199.5234711,,199.523471,Yes
Yang et a. (2013),Yang-272,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,223.3015465,,223.301547,Yes
Yang et a. (2013),Yang-276,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,212.3640376,,212.364038,Yes
Yang et a. (2013),Yang-281,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,199.1900435,,199.190044,Yes
Yang et a. (2013),Yang-284,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,223.3569323,,223.356932,Yes
Yang et a. (2013),Yang-288,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,220.5122809,,220.512281,Yes
Yang et a. (2013),Yang-292,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,207.1198481,,207.119848,Yes
Yang et a. (2013),Yang-297,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,190.2184588,,190.218459,Yes
Yang et a. (2013),Yang-300,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,188.5410519,,188.541052,Yes
Yang et a. (2013),Yang-302,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,177.1035574,,177.103557,Yes
Yang et a. (2013),Yang-306,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,183.3831383,,183.383138,Yes
Yang et a. (2013),Yang-41,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,255.0095664,,255.009566,Yes
Yang et a. (2013),Yang-56,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,250.7119485,,250.711949,Yes
Yang et a. (2013),Yang-71,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,273.2674001,,273.2674,Yes
Yang et a. (2013),Yang-85,New Zealand,-36.883,174.7,3,1,NA,NA,NA,NA,0.1,0,0.1,III~V,233.5472249,,233.547225,Yes
Oyo-Ita et al. (2013),SDT1,Nigeria,4.7486,8.3255,4,4,NA,NA,NA,riverine,0.03,0,0.03,III~V,178.964745,,178.964745,Yes
Oyo-Ita et al. (2013),SDT2,Nigeria,4.7219,8.3783,4,4,NA,NA,NA,riverine,0.03,0,0.03,III~V,209.5535641,,209.553564,Yes
Oyo-Ita et al. (2013),SDt12,Nigeria,5.0072,8.3175,4,4,NA,NA,NA,fringe,0.03,0,0.03,III~V,242.0374026,,242.037403,Yes
Oyo-Ita et al. (2013),SDT13,Nigeria,5.0364,8.3275,4,4,NA,NA,NA,fringe,0.03,0,0.03,III~V,142.9656238,,142.965624,Yes
Oyo-Ita et al. (2013),SDT14,Nigeria,5.0477,8.3189,4,4,NA,NA,NA,NA,0.03,0,0.03,III~V,268.02155,,268.02155,Yes
Oyo-Ita et al. (2013),SDT15,Nigeria,5.06,8.3039,2,4,NA,NA,NA,NA,0.03,0,0.03,III~V,268.02155,,268.02155,Yes
Oyo-Ita et al. (2013),SDT16,Nigeria,5.1311,8.2625,4,4,NA,NA,NA,NA,0.03,0,0.03,III~V,277.7438299,,277.74383,Yes
Oyo-Ita et al. (2013),SDT17,Nigeria,5.1628,8.2366,4,4,NA,NA,NA,NA,0.03,0,0.03,III~V,288.6049101,,288.60491,Yes
Oyo-Ita et al. (2013),SDT18,Nigeria,5.3375,8.3214,4,4,NA,NA,NA,NA,0.03,0,0.03,III~V,247.6425699,,247.64257,Yes
Oyo-Ita et al. (2013),SDT19,Nigeria,5.3372,8.3277,4,4,NA,NA,NA,NA,0.03,0,0.03,III~V,231.6451613,,231.645161,Yes
Oyo-Ita et al. (2013),SDT20,Nigeria,5.9853,8.3297,4,4,NA,NA,NA,NA,0.03,0,0.03,III~V,226.8985805,,226.898581,Yes
Kristensen et al. (1992),Kristensen-creek site,Pakistan,24.7484,67.1258,4,4,NA,NA,scrub shrub,dwarf,0.18,0,0.18,III~V,188.4415924,,188.441592,Yes
Kristensen et al. (1992),Kristensen-dry site,Pakistan,24.7484,67.1258,4,4,NA,NA,scrub shrub,dwarf,0.1,0,0.1,III~V,176.6339043,,176.633904,Yes
Kristensen et al. (1992),Kristensen-wet site,Pakistan,24.7484,67.1258,4,4,NA,NA,scrub shrub,dwarf,0.1,0,0.1,III~V,176.5001685,,176.500169,Yes
Donato et al. (2012),Donato-2012-PM1,Palau,7.35325,134.5387,5,4,NA,NA,scrub shrub,overwash,1~3,0,1~3,III~V,443.09,,443.09,Yes
Donato et al. (2012),Donato-2012-PM2,Palau,7.38261,134.51127,5,5,NA,NA,NA,overwash,1~3,0,1~3,III~V,563.29,,563.29,Yes
Donato et al. (2012),Donato-2012-PM3,Palau,7.5801,134.6319,4,4,NA,NA,NA,overwash,1~3,0,1~3,III~V,593.92,,593.92,Yes
Donato et al. (2011),PM1,Palau,7.35211,134.53911,5,5,NA,NA,scrub shrub,overwash,1.17,0,1.17,III~V,460,,460,Yes
Kauffman et al. (2011),Airai-interior,Palau,7.3522,134.5393,4,4,0.85,NA,NA,overwash,1.01,0,1.01,III~V,446.94,,446.94,Yes
Kauffman et al. (2011),Airai-Lanward,Palau,7.3522,134.5393,4,4,1.04,NA,NA,overwash,1.6,0,1.6,III~V,520.61,,520.61,Yes
Kauffman et al. (2011),Airai-seaward,Palau,7.3522,134.5393,4,4,0.31,NA,NA,overwash,0.89,0,0.89,III~V,345.6,,345.6,Yes
Lovelock et al. (2005),Lovelock-10-Panama,Panama,9.35,-82.25,2,2,NA,mixoeuhaline,scrub shrub,interior,NA,0,NA,III~V,338.6341578,426.8192,426.8192,Yes
Lovelock et al. (2005),Lovelock-1-Panama,Panama,9.35,-82.25,2,2,NA,mixoeuhaline,scrub shrub,fringe,NA,0,NA,III~V,291.462077,367.1304094,367.1304094,Yes
Lovelock et al. (2005),Lovelock-2-Panama,Panama,9.35,-82.25,2,2,NA,mixoeuhaline,scrub shrub,fringe,NA,0,NA,III~V,318.298599,402.2119309,402.2119309,Yes
Lovelock et al. (2005),Lovelock-3-Panama,Panama,9.35,-82.25,2,2,NA,mixoeuhaline,scrub shrub,dwarf,NA,0,NA,III~V,265.3035338,332.598624,332.598624,Yes
Lovelock et al. (2005),Lovelock-4-Panama,Panama,9.35,-82.25,2,2,NA,mixoeuhaline,scrub shrub,dwarf,NA,0,NA,III~V,241.5350867,302.8296979,302.8296979,Yes
Lovelock et al. (2005),Lovelock-5-Panama,Panama,9.35,-82.25,2,2,NA,mixoeuhaline,scrub shrub,dwarf,NA,0,NA,III~V,219.2224485,270.0768825,270.0768825,Yes
Lovelock et al. (2005),Lovelock-6-Panama,Panama,9.35,-82.25,2,2,NA,mixoeuhaline,scrub shrub,dwarf,NA,0,NA,III~V,282.5580872,350.3334515,350.3334515,Yes
Lovelock et al. (2005),Lovelock-7-Panama,Panama,9.35,-82.25,2,2,NA,mixoeuhaline,scrub shrub,interior,NA,0,NA,III~V,348.4223055,436.28882,436.28882,Yes
Lovelock et al. (2005),Lovelock-8-Panama,Panama,9.35,-82.25,2,2,NA,polyhaline,scrub shrub,interior,NA,0,NA,III~V,332.500978,415.4376246,415.4376246,Yes
Lovelock et al. (2005),Lovelock-9-Panama,Panama,9.35,-82.25,2,2,NA,polyhaline,scrub shrub,interior,NA,0,NA,III~V,351.5618848,443.8497059,443.8497059,Yes
Alongi et al. (1993),NF1,Papua New Guinea,-7.7984,144.5065,4,4,NA,oligohaline,scrub shrub,riverine,0.2,0,0.2,III~V,95.57,,95.57,Yes
Alongi et al. (1993),NF2,Papua New Guinea,-7.7984,144.5065,4,4,NA,mesohaline,scrub shrub,fringe,0.2,0,0.2,III~V,162.24,,162.24,Yes
Alongi et al. (1993),RB1-Alongi,Papua New Guinea,-7.7984,144.5065,4,4,NA,mesohaline,NA,fringe,0.2,0,0.2,III~V,140.832895,,140.832895,Yes
Alongi et al. (1993),RB2-Alongi,Papua New Guinea,-7.7984,144.5065,4,4,NA,mesohaline,NA,fringe,0.2,0,0.2,III~V,165.7343997,,165.7344,Yes
Alongi et al. (1993),SA1-Alongi,Papua New Guinea,-7.7984,144.5065,4,4,NA,oligohaline,NA,riverine,0.2,0,0.2,III~V,138.2605107,,138.260511,Yes
Alongi et al. (1993),SA2-Alongi,Papua New Guinea,-7.7984,144.5065,4,4,NA,mesohaline,NA,fringe,0.2,0,0.2,III~V,139.6660602,,139.66606,Yes
Kennedy et al. (2004),Oyster Bay-Philippines,Philippines,10.065,118.7533,3,4,NA,NA,NA,fringe,0.05,0,0.05,III~V,463.2179231,,463.217923,Yes
Kennedy et al. (2004),Umalagan,Philippines,10.025,118.7783,3,4,NA,NA,NA,fringe,0.05,0,0.05,III~V,477.9064023,,477.906402,Yes
Thompson et al. (2014),Bugtong-seaward,Philippines,11.82388,122.14611,5,5,NA,NA,NA,basin,1.5,0,1.5,III~V,240.56,,240.56,Yes
Thompson et al. (2014),Butong-Int,Philippines,11.82388,122.14611,5,5,NA,NA,NA,basin,1.5,0,1.5,III~V,236.07,,236.07,Yes
Thompson et al. (2014),Butong-landward,Philippines,11.82388,122.14611,5,5,NA,NA,NA,basin,1.5,0,1.5,III~V,118.38,,118.38,Yes
Thompson et al. (2014),Pedada-seaward,Philippines,11.06805,122.95694,5,5,NA,NA,NA,fringe,1.5,0,1.5,III~V,90.125,,90.125,Yes
Thompson et al. (2014),Pedada-Int,Philippines,11.06805,122.95694,5,5,NA,NA,NA,fringe,1.5,0,1.5,III~V,92.265,,92.265,Yes
Thompson et al. (2014),Pedada-Landward,Philippines,11.06805,122.95694,5,5,NA,NA,NA,fringe,1.5,0,1.5,III~V,99.28,,99.28,Yes
Almahasheer et al. unpublished data,AMH1,Saudi Arabia,22.9358,38.8827,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,100.5666667,,100.566667,Yes
Almahasheer et al. unpublished data,AMH2,Saudi Arabia,22.9342,38.8821,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,37.5,,37.5,Yes
Almahasheer et al. unpublished data,EMA,Saudi Arabia,22.392,39.1303,3,4,NA,NA,NA,NA,NA,NA,NA,III~V,49.33333333,,49.3333333,Yes
Almahasheer et al. unpublished data,EMB,Saudi Arabia,22.3941,39.1308,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,75.66666667,,75.6666667,Yes
Almahasheer et al. unpublished data,EMC,Saudi Arabia,22.3934,39.1308,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,47.83333333,,47.8333333,Yes
Almahasheer et al. unpublished data,EMD,Saudi Arabia,22.3805,39.1313,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,34.9,,34.9,Yes
Almahasheer et al. unpublished data,EME,Saudi Arabia,22.3805,39.1305,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,82.6,,82.6,Yes
Almahasheer et al. unpublished data,EMG,Saudi Arabia,22.3811,39.1317,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,90.6,,90.6,Yes
Almahasheer et al. unpublished data,EMX,Saudi Arabia,22.3736,39.1098,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,55.83333333,,55.8333333,Yes
Almahasheer et al. unpublished data,EMY,Saudi Arabia,22.3736,39.1103,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,55.86666667,,55.8666667,Yes
Almahasheer et al. unpublished data,KMA,Saudi Arabia,22.9708,38.8456,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,31.56666667,,31.5666667,Yes
Almahasheer et al. unpublished data,KMB,Saudi Arabia,22.9719,38.8465,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,169.7333333,,169.733333,Yes
Almahasheer et al. unpublished data,KMC,Saudi Arabia,22.972,38.8489,3,4,NA,NA,NA,NA,NA,NA,NA,III~V,94.9,,94.9,Yes
Almahasheer et al. unpublished data,KMD,Saudi Arabia,22.9374,38.8796,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,196.6333333,,196.633333,Yes
Almahasheer et al. unpublished data,KME,Saudi Arabia,22.9389,38.8788,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,237.9666667,,237.966667,Yes
Almahasheer et al. unpublished data,RMA,Saudi Arabia,22.7516,39.013,4,3,NA,NA,NA,NA,NA,NA,NA,III~V,23.03333333,,23.0333333,Yes
Almahasheer et al. unpublished data,RMB,Saudi Arabia,22.7529,39.0125,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,14.93333333,,14.9333333,Yes
Almahasheer et al. unpublished data,RMC,Saudi Arabia,22.7543,39.0114,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,21.06666667,,21.0666667,Yes
Almahasheer et al. unpublished data,RMD,Saudi Arabia,22.7517,38.9971,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,38.56666667,,38.5666667,Yes
Almahasheer et al. unpublished data,RMF,Saudi Arabia,22.7526,38.9974,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,46.1,,46.1,Yes
Almahasheer et al. unpublished data,RMG,Saudi Arabia,22.7536,38.9968,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,75.8,,75.8,Yes
Almahasheer et al. unpublished data,TMA,Saudi Arabia,22.2818,39.085,4,3,NA,NA,NA,NA,NA,NA,NA,III~V,16.63333333,,16.6333333,Yes
Almahasheer et al. unpublished data,TMB,Saudi Arabia,22.2817,39.0852,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,43.43333333,,43.4333333,Yes
Almahasheer et al. unpublished data,TMC,Saudi Arabia,22.2808,39.0847,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,114.7333333,,114.733333,Yes
Almahasheer et al. unpublished data,TMD,Saudi Arabia,22.2823,39.0844,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,30.16666667,,30.1666667,Yes
Almahasheer et al. unpublished data,TME,Saudi Arabia,22.2822,39.0845,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,29.53333333,,29.5333333,Yes
Almahasheer et al. unpublished data,TMF,Saudi Arabia,22.2821,39.0843,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,59.26666667,,59.2666667,Yes
Almahasheer et al. unpublished data,TMG,Saudi Arabia,22.2802,39.0844,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,64.13333333,,64.1333333,Yes
Almahasheer et al. unpublished data,TMZ,Saudi Arabia,22.28,39.0844,2,4,NA,NA,NA,NA,NA,NA,NA,III~V,52.8,,52.8,Yes
Balk et al. (2015),S. Corniche,Saudi Arabia,22.33111,39.09972,5,5,NA,brine,scrub shrub,dwarf,NA,0,NA,III~V,118.789243,,118.789243,Yes
Balk et al. (2015),Thuwal,Saudi Arabia,21.2633,39.125,4,3,NA,brine,scrub shrub,fringe,NA,0,NA,III~V,105.1922961,,105.192296,Yes
Sakho et al. (2015),Sakho-Avicen,Senegal,14.4899,-17.0866,4,4,NA,brine,NA,fringe,0.42,0,0.42,III~V,88.96,,88.96,Yes
Sakho et al. (2015),Sakho-Rhizo,Senegal,14.4899,-17.0866,4,4,NA,saline,NA,fringe,0.42,0,0.42,III~V,188.87,,188.87,Yes
Phang et al. (2015),Phang-1,Singapore,1.4092,103.9574,4,4,NA,NA,NA,fringe,1,0,1,III~V,329.66,,329.66,Yes
Hoppe-Speer & Adams (2015),Hoppe-speer-fringe,South Africa,-32.5833,28.5167,4,4,NA,polyhaline,scrub shrub,fringe,0.55,0,0.55,III~V,329.656147,163.3241835,163.3241835,Yes
Hoppe-Speer & Adams (2015),stunted non-browsed,South Africa,-32.5833,28.5167,4,4,NA,polyhaline,scrub shrub,dwarf,0.55,0,0.55,III~V,219.0089287,138.9879249,138.9879249,Yes
Hoppe-Speer & Adams (2015),stunted-browsed,South Africa,-32.5833,28.5167,4,4,NA,polyhaline,scrub shrub,dwarf,0.55,0,0.55,III~V,189.6311638,145.0239042,145.0239042,Yes
Hoppe-Speer et al. (2013),Hoppe-Speer-s1-Avi,South Africa,-28.3956,32.4185,4,4,NA,oligohaline,forested to shrub,fringe,0.55,0,0.55,III~V,205.22,102.4403113,102.4403113,Yes
Hoppe-Speer et al. (2013),Hoppe-Speer-s2-Brug,South Africa,-28.3956,32.4185,4,4,NA,oligohaline,forested to shrub,fringe,0.55,0,0.55,III~V,205.02,80.09715999,80.09715999,Yes
Hoppe-Speer et al. (2013),Hoppe-Speer-s3-Avi,South Africa,-28.3956,32.4185,4,4,NA,mixoeuhaline,forested to shrub,riverine,0.55,0,0.55,III~V,240.3869,116.9830418,116.9830418,Yes
Hoppe-Speer et al. (2013),Hoppe-Speer-s4-Avi/Brug,South Africa,-28.3956,32.4185,4,4,NA,mixoeuhaline,forested to shrub,interior,0.55,0,0.55,III~V,253.21,113.9293271,113.9293271,Yes
Bouillon et al. (2003),"Pambala, Avice",Sri Lanka,7.5833,79.7833,4,4,NA,NA,NA,fringe,0.05,0,0.05,III~V,609.068667,,609.068667,Yes
Bouillon et al. (2003),"Pambala, Brug",Sri Lanka,7.5833,79.7833,4,4,NA,NA,NA,fringe,0.05,0,0.05,III~V,624.6098621,,624.609862,Yes
Bouillon et al. (2003),"Pambala, Excoecaria",Sri Lanka,7.5833,79.7833,4,4,NA,NA,NA,fringe,0.05,0,0.05,III~V,252.2052053,,252.205205,Yes
Bouillon et al. (2003),"Pambala, Lumnitzera",Sri Lanka,7.5833,79.7833,4,4,NA,NA,NA,fringe,0.05,0,0.05,III~V,413.891731,,413.891731,Yes
Bouillon et al. (2003),"Pambala, planted Rhiz",Sri Lanka,7.5833,79.7833,4,4,NA,NA,NA,fringe,0.05,0,0.05,III~V,435.2161996,,435.2162,Yes
Bouillon et al. (2003),"Pambala, Rhizo",Sri Lanka,7.5833,79.7833,4,4,NA,NA,NA,fringe,0.05,0,0.05,III~V,680.5831096,,680.58311,Yes
Fan et al. (2012),GM-Fan,Taiwan,25.1697,121.4168,4,4,NA,mesohaline,NA,riverine,0.25,0,0.25,III~V,156.78,,156.78,Yes
Kao et al. (2002),"Chu-wei, Taiwan",Taiwan,25.15,121.4333,2,4,NA,oligohaline to polyhaline,NA,NA,0.05,0,0.05,III~V,97.63415521,,97.6341552,Yes
Kao et al. (2002),"Watz-wei, Taiwan",Taiwan,25.15,121.4333,2,4,NA,mesohaline to polyhaline,NA,NA,0.05,0,0.05,III~V,112.2107951,,112.210795,Yes
Kristensen et al. (2008 MEPS),M1-Ras Dege,Tanzania,-6.8793,39.2994,4,4,NA,NA,NA,fringe,0.16,0,0.16,III~V,146.8717554,104.75,104.75,Yes
Kristensen et al. (2008 MEPS),M5-Ras Dege,Tanzania,-6.8919,39.316,4,3,NA,NA,NA,riverine,0.16,0,0.16,III~V,198.2136217,144.97,144.97,Yes
Kristensen et al. (2008 MEPS),R1-Ras Dege,Tanzania,-6.8778,39.4599,4,4,NA,NA,NA,fringe,0.16,0,0.16,III~V,212.0820354,157.54,157.54,Yes
Kristensen et al. (2008 MEPS),R5-Ras Dege,Tanzania,-6.8725,39.4528,4,4,NA,NA,NA,riverine,0.16,0,0.16,III~V,303.1725249,229.97,229.97,Yes
Lyimo et al. (2002),Lyimo-A,Tanzania,-6.083333,39.68,6,2,NA,NA,NA,interior,0.3,0,0.3,III~V,361.8584389,283.33,283.33,Yes
Machiwa (1998),TF-contaminated,Tanzania,-6.1666,39.2,4,1,NA,mixoeuhaline,NA,interior,1,0,1,III~V,253.85,,253.85,Yes
Machiwa (1998),TF-Matchiwa,Tanzania,-6.1666,39.2,4,1,NA,mixoeuhaline,NA,interior,1,0,1,III~V,203.83,,203.83,Yes
Machiwa (1998),Machiwa-MF,Tanzania,-6.1666,39.2,4,1,NA,mixoeuhaline,NA,fringe,0.7,0,0.7,III~V,198.0720101,,198.07201,Yes
Machiwa (1998),Machiwa-SL,Tanzania,-6.1666,39.2,4,1,NA,mixoeuhaline,NA,fringe,0.7,0,0.7,III~V,293.9964524,,293.996452,Yes
Machiwa (1998),Machiwa-LE,Tanzania,-6.1666,39.2,4,1,NA,mixoeuhaline,NA,interior,0.7,0,0.7,III~V,384.5703207,,384.570321,Yes
Muzuka And Shunula (2006),Muzuka-A. marina,Tanzania,-6.1729,39.1139,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,193.5459188,,193.545919,Yes
Muzuka And Shunula (2006),Muzuka-A.marina 2,Tanzania,-6.4324,38.9061,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,315.7106582,,315.710658,Yes
