Authors,title,Year,Source Title,Included
"BREWER, DT; BLABER, SJM; SALINI, JP; FARMER, MJ","FEEDING ECOLOGY OF PREDATORY FISHES FROM GROOTE-EYLANDT IN THE GULF OF CARPENTARIA, AUSTRALIA, WITH SPECIAL REFERENCE TO PREDATION ON PENAEID PRAWNS",1995,ESTUARINE COASTAL AND SHELF SCIENCE,not
"Metillo, EB; Cadelinia, EE; Hayashizaki, K; Tsunoda, T; Nishida, S","Feeding ecology of two sympatric species of Acetes (Decapoda: Sergestidae) in Panguil Bay, the Philippines",2016,MARINE AND FRESHWATER RESEARCH,not
"Le, DQ; Fui, SY; Tanaka, K; Suratman, S; Sano, Y; Shirai, K",Feeding habitats of juvenile reef fishes in a tropical mangrove-seagrass continuum along a Malaysian shallow-water coastal lagoon,2020,BULLETIN OF MARINE SCIENCE,not
"Juarez-Camargo, PG; Sosa-Lopez, A; Torres-Rojas, YE; Mendoza-Franco, EF; Garcia, SA","Feeding habits variability of Lutjanus synagris and Lutjanus griseus in the littoral of Campeche, Mexico: an approach of food web trophic interactions between two snapper species",2020,LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,not
"Schwamborn, R; Criales, MM",Feeding strategy and daily ration of juvenile pink shrimp (Farfantepenaeus duorarum) in a South Florida seagrass bed,2000,MARINE BIOLOGY,not
"JL Howard, A Perez, CC Lopes, JW Fourqurean",Fertilization changes seagrass community structure but not blue carbon storage: results from a 30-year field experiment,2016,Estuaries and Coasts,yes
"Howari, FM; Jordan, BR; Bouhouche, N; Wyllie-Echeverria, S",Field and Remote-Sensing Assessment of Mangrove Forests and Seagrass Beds in the Northwestern Part of the United Arab Emirates,2009,JOURNAL OF COASTAL RESEARCH,not
"Roelfsema, CM; Kovacs, EM; Phinn, SR","Field data sets for seagrass biophysical properties for the Eastern Banks, Moreton Bay, Australia, 2004-2014",2015,SCIENTIFIC DATA,not
"I Chen, C Hsieh, M Kondoh, HJ Lin, T Miki…",Filling the gaps in ecological studies of socioecological systems,2017,Ecological …,not
"Z Bainbridge, S Lewis, R Bartley, K Fabricius…","Fine sediment and particulate organic matter: A review and case study on ridge-to-reef transport, transformations, fates, and impacts on marine ecosystems",2018,Marine Pollution …,not
"Y Hu, BJ Fest, SE Swearer, SK Arndt",Fine-scale spatial variability in organic carbon in a temperate mangrove forest: Implications for estimating carbon stocks in blue carbon ecosystems,2021,"Estuarine, Coastal and Shelf …",yes
"Geraldi, NR; Ortega, A; Serrano, O; Macreadie, PI; Lovelock, CE; Krause-Jensen, D; Kennedy, H; Lavery, PS; Pace, ML; Kaal, J; Duarte, CM",Fingerprinting Blue Carbon: Rationale and Tools to Determine the Source of Organic Carbon in Marine Depositional Environments,2019,FRONTIERS IN MARINE SCIENCE,not
"DeAngelis, BM; McCandless, CT; Kohler, NE; Recksiek, CW; Skomal, GB",First characterization of shark nursery habitat in the United States Virgin Islands: evidence of habitat partitioning by two shark species,2008,MARINE ECOLOGY PROGRESS SERIES,not
"Magalhaes, KM; Amaral, CB",First description of seagrass meadows from Fernando de Noronha archipelago in the tropical Southwestern Atlantic,2021,AQUATIC BOTANY,not
"Lai, S; Gillis, LG; Mueller, C; Bouma, TJ; Guest, JR; Last, KS; Ziegler, AD; Todd, PA",First experimental evidence of corals feeding on seagrass matter,2013,CORAL REEFS,not
"Johnson, JL; Raw, JL; Adams, JB",First report on carbon storage in a warm-temperate mangrove forest in South Africa,2020,ESTUARINE COASTAL AND SHELF SCIENCE,yes
"Boisnoir, A; Pascal, PY; Marro, S; Lernee, R","First spatial distribution of potentially toxic benthic dinoflagellates in the Lesser Antilles (Guadeloupe and Martinique), Caribbean Sea",2019,BOTANICA MARINA,not
"Kraus, RT; Jones, RC",Fish abundances in shoreline habitats and submerged aquatic vegetation in a tidal freshwater embayment of the Potomac River,2012,ENVIRONMENTAL MONITORING AND ASSESSMENT,not
"Boutin, BP; Targett, TE",Fish and Blue Crab Assemblages in the Shore Zone of Tidal Creeks in the Delaware Coastal Bays,2013,NORTHEASTERN NATURALIST,not
"Bloomfield, AL; Gillanders, BM","Fish and invertebrate assemblages in seagrass, mangrove, saltmarsh, and nonvegetated habitats",2005,ESTUARIES,not
"Perry, CT; Salter, MA; Harborne, AR; Crowley, SF; Jelks, HL; Wilson, RW",Fish as major carbonate mud producers and missing components of the tropical carbonate factory,2011,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,not
"Xavier, JHD; Cordeiro, CAMM; Tenorio, GD; Dinizi, AD; Paulo, EPN; Rosa, RS; Rosa, IL","Fish assemblage of the Mamanguape Environmental Protection Area, NE Brazil: abundance, composition and microhabitat availability along the mangrove-reef gradient",2012,NEOTROPICAL ICHTHYOLOGY,not
"Inoue, H; Mizutani, A; Nanjo, K; Tsutsumi, K; Kohno, H","Fish assemblage structure response to seagrass bed degradation due to overgrazing by the green sea turtleChelonia mydasat Iriomote Island, southern Japan",2021,ICHTHYOLOGICAL RESEARCH,not
"Tuckey, TD; Dehaven, M",Fish assemblages found in tidal-creek and seagrass habitats in the Suwannee River estuary,2006,FISHERY BULLETIN,not
"Vaslet, A; Bouchon-Navaro, Y; Louis, M; Bouchon, C",Fish assemblages in a mangrove shoreline lagoon of Guadeloupe (FWI): spatial and temporal distribution patterns along environmental gradients,2010,CYBIUM,not
"Franco, A; Franzoi, P; Malavasi, S; Riccato, F; Torricelli, P",Fish assemblages in different shallow water habitats of the Venice Lagoon,2006,HYDROBIOLOGIA,not
"Jelbart, JE; Ross, PM; Connolly, RM",Fish assemblages in seagrass beds are influenced by the proximity of mangrove forests,2007,MARINE BIOLOGY,not
"Acosta, A; Bartels, C; Colvocoresses, J; Greenwood, MFD","Fish assemblages in seagrass habitats of the Florida keys, Florida: Spatial and temporal characteristics",2007,BULLETIN OF MARINE SCIENCE,not
K McCormick,Fish Assemblages in South Puget Sound Z. marina,2018,NA,not
"Ashworth, JS; Bruce, OE; El Hellw, M",Fish assemblages of red sea backreef biotopes,2006,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,not
"Ribeiro, J; Carvalho, GM; Goncalves, JMS; Erzini, K",Fish assemblages of shallow intertidal habitats of the Ria Formosa lagoon (South Portugal): influence of habitat and season,2012,MARINE ECOLOGY PROGRESS SERIES,not
"Raz-Guzman, A; Huidobro, L",Fish communities in two environmentally different estuarine systems of Mexico,2002,JOURNAL OF FISH BIOLOGY,not
"Bouchon-Navaro, Y; Bouchon, C; Louis, M",Fish communities of sea-grass beds in the Lesser Antilles: interest of their protection,2004,REVUE D ECOLOGIE-LA TERRE ET LA VIE,not
"Lugendo, BR; Nagelkerken, I; Jiddawi, N; Mgaya, YD; Van Der Velde, G","Fish community composition of a tropical nonestuarine embayment in Zanzibar, Tanzania",2007,FISHERIES SCIENCE,not
"MacDonald, JA; Weis, JS",Fish community features correlate with prop root epibionts in Caribbean mangroves,2013,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,not
"Eggleston, DB; Dahlgren, CP; Johnson, EG","Fish density, diversity, and size-structure within multiple back reef habitats of Key West National Wildlife Refuge",2004,BULLETIN OF MARINE SCIENCE,not
"Gratwicke, B; Petrovic, C; Speight, MR",Fish distribution and ontogenetic habitat preferences in non-estuarine lagoons and adjacent reefs,2006,ENVIRONMENTAL BIOLOGY OF FISHES,not
"Dawson, K","Fish Kill Events and Habitat Losses of the Richmond River, NSW Australia: An Overview",2002,JOURNAL OF COASTAL RESEARCH,not
"Huijbers, CM; Nagelkerken, I; Layman, CA",Fish movement from nursery bays to coral reefs: a matter of size?,2015,HYDROBIOLOGIA,not
"Primavera, JH",Fish predation on mangrove-associated penaeids - The role of structures and substrate,1997,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,not
"Macreadie, PI; Hindell, JS; Jenkins, GP; Connolly, RM; Keough, MJ",Fish Responses to Experimental Fragmentation of Seagrass Habitat,2009,CONSERVATION BIOLOGY,not
"Hylkema, A; Vogelaar, W; Meesters, HWG; Nagelkerken, I; Debrot, AO",Fish Species Utilization of Contrasting sub-Habitats Distributed Along an Ocean-to-Land Environmental Gradient in a Tropical Mangrove and Seagrass Lagoon,2015,ESTUARIES AND COASTS,not
"Connolly, RM; Dalton, A; Bass, DA",Fish use of an inundated saltmarsh flat in a temperate Australian estuary,1997,AUSTRALIAN JOURNAL OF ECOLOGY,not
"McDonald, RB; Moody, RM; Heck, KL; Cebrian, J","Fish, Macroinvertebrate and Epifaunal Communities in Shallow Coastal Lagoons with Varying Seagrass Cover of the Northern Gulf of Mexico",2016,ESTUARIES AND COASTS,not
"Berkstrom, C; Papadopoulos, M; Jiddawi, NS; Nordlund, LM",Fishers' Local Ecological Knowledge (LEK) on Connectivity and Seascape Management,2019,FRONTIERS IN MARINE SCIENCE,not
"Kimani, EN; Mwatha, GK; Wakwabi, EO; Ntiba, JM; Okoth, BK","Fishes of a shallow tropical mangrove estuary, Gazi, Kenya",1996,MARINE AND FRESHWATER RESEARCH,not
"Hill, JM; Hutton, B; Steffins, K; Rieucau, G",Floating along marsh edges: The impact of invasive water hyacinth (Eichornia crassipes) on estuarine species assemblages and predation risk,2021,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,not
"Sepulveda-Lozada, A; Saint-Paul, U; Mendoza-Carranza, M; Wolff, M; Yanez-Arancibia, A",Flood pulse induced changes in isotopic niche and resource utilization of consumers in a Mexican floodplain system,2017,AQUATIC SCIENCES,not
"AH Goeckner, MG Lusk, AJ Reisinger…",Florida's urban stormwater ponds are net sources of carbon to the atmosphere despite increased carbon burial over time,2022,… Earth & Environment,yes
"SHI, Z; PETHICK, JS; PYE, K",FLOW STRUCTURE IN AND ABOVE THE VARIOUS HEIGHTS OF A SALT-MARSH CANOPY - A LABORATORY FLUME STUDY,1995,JOURNAL OF COASTAL RESEARCH,not
"Zakaria, MH; Sidik, BJ; Hishamuddin, O","Flowering, fruiting and seedling of Halophila beccarii Aschers. (Hydrocharitaceae) from Malaysia",1999,AQUATIC BOTANY,not
"JC Mullarney, SM Henderson",Flows within marine vegetation canopies,2018,Advances in coastal hydraulics,not
G ALDANA-GUTIÉRREZ…,Flujos e inventarios de carbono azul en manglares asociados a una laguna costera antropizada,2021,Geofísica …,yes
"Aldana-Gutierrez, G; Ruiz-Fernandez, AC; Perez-Bernal, LH; Flores-Verdugo, F; Cuellar-Martinez, T; Sanchez-Cabeza, JA",FLUXES AND INVENTORIES OF BLUE CARBON IN MANGROVES ASSOCIATED WITH AN ANTHROPIZED COASTAL LAGOON,2021,GEOFISICA INTERNACIONAL,not
"Valiela, I; Bowen, JL; Cole, ML; Kroeger, KD; Lawrence, D; Pabich, WJ; Tomasky, G; Mazzilli, S",Following up on a Margalevian concept: Interactions and exchanges among adjacent parcels of coastal landscapes,2001,SCIENTIA MARINA,not
"Ara, R; Arshad, A; Amin, SMN; Abd Ghaffar, M","Food and feeding habits of Omobranchus sp (Blenniidae: Omobranchini) larvae in the Seagrass-Mangrove ecosystem of Johor Strait, Malaysia",2016,JOURNAL OF ENVIRONMENTAL BIOLOGY,not
"Yip, MY; Lim, ACO; Chong, VC; Lawson, JM; Foster, SJ",Food and feeding habits of the seahorses Hippocampus spinosissimus and Hippocampus trimaculatus (Malaysia),2015,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,not
"Seitz, RD; Lipcius, RN; Seebo, MS",Food availability and growth of the blue crab in seagrass and unvegetated nurseries of Chesapeake Bay,2005,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,not
"Du, JG; Zheng, XQ; Peristiwady, T; Liao, JJ; Makatipu, PC; Yin, XJ; Hu, WJ; Koagouw, W; Chen, B",Food sources and trophic structure of fishes and benthic macroinvertebrates in a tropical seagrass meadow revealed by stable isotope analysis,2016,MARINE BIOLOGY RESEARCH,not
"Shimoda, K; Aramaki, Y; Nasuda, J; Yokoyama, H; Ishihi, Y; Tamaki, A","Food sources for three species of Nihonotrypaea (Decapoda : Thalassinidea : Callianassidae) from western Kyushu, Japan, as determined by carbon and nitrogen stable isotope analysis",2007,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,not
"Abed-Navandi, D; Dworschak, PC",Food sources of tropical thalassinidean shrimps: A stable-isotope study,2005,MARINE ECOLOGY PROGRESS SERIES,not
"Unsworth, RKF; Hinder, SL; Bodger, OG; Cullen-Unsworth, LC",Food supply depends on seagrass meadows in the coral triangle,2014,ENVIRONMENTAL RESEARCH LETTERS,not
"Abrantes, K; Sheaves, M",Food web structure in a near-pristine mangrove area of the Australian Wet Tropics,2009,ESTUARINE COASTAL AND SHELF SCIENCE,not
"Melville, AJ; Connolly, RM",Food webs supporting fish over subtropical mudflats are based on transported organic matter not in situ microalgae,2005,MARINE BIOLOGY,not
"Vaslet, A; Bouchon-Navaro, Y; Harmelin-Vivien, M; Lepoint, G; Louis, M; Bouchon, C",Foraging habits of reef fishes associated with mangroves and seagrass beds in a Caribbean lagoon: A stable isotope approach,2015,CIENCIAS MARINAS,not
"HALLOCK, P; PEEBLES, MW",FORAMINIFERA WITH CHLOROPHYTE ENDOSYMBIONTS - HABITATS OF 6 SPECIES IN THE FLORIDA-KEYS,1993,MARINE MICROPALEONTOLOGY,not
"Cann, JH; Harvey, N; Barnett, EJ; Belperio, AP; Bourman, RP","Foraminiferal biofacies eco-succession and Holocene sealevels, Port Pirie, South Australia",2002,MARINE MICROPALEONTOLOGY,not
"Clausen, KK; Clausen, P",Forecasting future drowning of coastal waterbird habitats reveals a major conservation concern,2014,BIOLOGICAL CONSERVATION,not
"Sheridan, P","Forecasting the fishery for pink shrimp, Penaeus duorarum, on the Tortugas Grounds, Florida",1996,FISHERY BULLETIN,not
JJ Bukoski,Forest carbon management in mangroves and monoculture plantations,2021,Thesis,yes
"H Etemadi, JM Smoak, CJ Sanders",Forest migration and carbon sources to Iranian mangrove soils,2018,Journal of Arid Environments,yes
"Garvis, SK; Sacks, PE; Walters, LJ","FORMATION, MOVEMENT, AND RESTORATION OF DEAD INTERTIDAL OYSTER REEFS IN CANAVERAL NATIONAL SEASHORE AND MOSQUITO LAGOON, FLORIDA",2015,JOURNAL OF SHELLFISH RESEARCH,not
"Mukherjee, N; Dahdouh-Guebas, F; Kapoor, V; Arthur, R; Koedam, N; Sridhar, A; Shanker, K",From Bathymetry to Bioshields: A Review of Post-Tsunami Ecological Research in India and its Implications for Policy,2010,ENVIRONMENTAL MANAGEMENT,not
SY Lee,From blue to black: Anthropogenic forcing of carbon and nitrogen influx to mangrove-lined estuaries in the South China Sea,2016,Marine pollution bulletin,yes
"Morris, RL; Konlechner, TM; Ghisalberti, M; Swearer, SE",From grey to green: Efficacy of eco-engineering solutions for nature-based coastal defence,2018,GLOBAL CHANGE BIOLOGY,not
"S Dittmann, L Mosley, K Beaumont…",From Salt to C; carbon sequestration through ecological restoration at the Dry Creek Salt Field,2019,Goyder Institute for …,yes
"Evans, NT; Short, FT","Functional trajectory models for assessment of transplanted eelgrass, Zostera marina L., in the Great Bay Estuary, New Hampshire",2005,ESTUARIES,not
"Walker, AK; Robicheau, BM",Fungal diversity and community structure from coastal and barrier island beaches in the United States Gulf of Mexico,2021,SCIENTIFIC REPORTS,not
"Mazor, T; Runting, RK; Saunders, MI; Huang, DW; Friess, DA; Nguyen, NTH; Lowe, RJ; Gilmour, JP; Todd, PA; Lovelock, CE",Future-proofing conservation priorities for sea level rise in coastal urban ecosystems,2021,BIOLOGICAL CONSERVATION,not
JL Sweatman,Gammaridean Amphipods as Bioindicators in Subtropical Seagrass Ecosystems,2016,NA,not
"AS Rovai, RR Twilley","Gaps, challenges, and opportunities in mangrove blue carbon research: a biogeographic perspective",2021,Dynamic Sedimentary Environments of Mangrove …,not
"Schlueter, MA; Guttman, SI","Gene flow and genetic diversity of turtle grass, Thalassia testudinum, banks ex konig, in the lower Florida Keys",1998,AQUATIC BOTANY,not
"Zogg, GP; Travis, SE","Genotypic Diversity Reduces the Negative Effects of Increased Competition, Herbivory, and Tidal Inundation on the Productivity of Spartina alterniflora",2022,ESTUARIES AND COASTS,not
"JJ Kelleway, N Saintilan, PI Macreadie…",Geochemical analyses reveal the importance of environmental history for blue carbon sequestration,2017,Journal of …,yes
"Nobi, EP; Dilipan, E; Thangaradjou, T; Sivakumar, K; Kannan, L","Geochemical and geo-statistical assessment of heavy metal concentration in the sediments of different coastal ecosystems of Andaman Islands, India",2010,ESTUARINE COASTAL AND SHELF SCIENCE,not
"ANDREWS, JE","GEOCHEMICAL INDICATORS OF DEPOSITIONAL AND EARLY DIAGENETIC FACIES IN HOLOCENE CARBONATE MUDS, AND THEIR PRESERVATION POTENTIAL DURING STABILIZATION",1991,CHEMICAL GEOLOGY,not
"Huijbers, CM; Nagelkerken, I; Debrot, AO; Jongejans, E",Geographic coupling of juvenile and adult habitat shapes spatial population dynamics of a coral reef fish,2013,ECOLOGY,not
"Khamis, ZA; Kalliola, R; Kayhko, N",Geographical characterization of the Zanzibar coastal zone and its management perspectives,2017,OCEAN & COASTAL MANAGEMENT,not
"JB Alemu, SM Yaakub, ES Yando, RY San Lau…",Geomorphic gradients in shallow seagrass carbon stocks,2022,"Estuarine, Coastal and …",yes
"A Halimanjaya, B Belcher…",Getting forest science to policy discourse: a theory-based outcome assessment of a global research programme,2018,International Forestry …,not
"N Seddon, A Smith, P Smith, I Key…",Getting the message right on nature-based solutions to climate change,2021,Global Change …,not
"Dulvy, NK; Davidson, LNK; Kyne, PM; Simpfendorfer, CA; Harrison, LR; Carlson, JK; Fordham, SV",Ghosts of the coast: global extinction risk and conservation of sawfishes,2016,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,not
"Ermgassen, PSEZ; Grove, T; Nagelkerken, I",Global affiliation of juvenile fishes and invertebrates with mangrove habitats,2020,BULLETIN OF MARINE SCIENCE,not
"van Katwijk, MM; Thorhaug, A; Marba, N; Orth, RJ; Duarte, CM; Kendrick, GA; Althuizen, IHJ; Balestri, E; Bernard, G; Cambridge, ML; Cunha, A; Durance, C; Giesen, W; Han, QY; Hosokawa, S; Kiswara, W; Komatsu, T; Lardicci, C; Lee, KS; Meinesz, A; Nakaoka, M; O'Brien, KR; Paling, EI; Pickerell, C; Ransijn, AMA; Verduin, JJ",Global analysis of seagrass restoration: the importance of large-scale planting,2016,JOURNAL OF APPLIED ECOLOGY,not
J Lee,"Global Change, Response Variability, and Their Implications for Coastal Ecosystem Resilience and Functioning",2020,Thesis,not
S Vitti,Global changes in harsh environments: effects on plant species and communities from a trait-analysis perspective,2021,PNAS,not
"AS Rovai, RR Twilley, E Castañeda-Moya…",Global controls on carbon storage in mangrove soils,2018,Nature Climate …,not
"S Ackelson, T Bell, H Dierssen, J Goodman, R Green…",Global Observations of Coastal and Inland Aquatic Habitats,2016,NA,not
"TB Atwood, RM Connolly, H Almahasheer…",Global patterns in mangrove soil carbon stocks and losses,2017,Nature Climate …,not
