study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,method_id,compaction_notes,cs137_activity,cs137_unit,depth_interval_notes
CRMS_Database,CRMS4407,CRMS4407_3,8,12,0.14,0.4784000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_3,12,16,0.08,0.7697,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_3,16,20,0.1,0.7408,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_3,20,24,0.15000000000000002,0.5886,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_1,0,4,0.12,0.29830000000000007,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_1,4,8,0.17,0.3035,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_1,8,12,0.17,0.3299,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_1,12,16,0.23,0.2715,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_1,16,20,0.16,0.3051,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_1,20,24,0.25,0.258,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_2,0,4,0.2,0.2053,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_2,4,8,0.16,0.3079,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_2,8,12,0.23,0.3136,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_2,12,16,0.16,0.3409,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_2,16,20,0.18,0.3675,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_2,20,24,0.15000000000000002,0.29860000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_3,0,4,0.16,0.2962,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_3,4,8,0.26,0.2058,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_3,8,12,0.31,0.1956,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_3,12,16,0.37,0.16590000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_3,16,20,0.25,0.1728,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0030,CRMS0030_3,20,24,0.3,0.2176,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_1,0,4,0.08,0.5436000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_1,4,8,0.13,0.5374,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_1,8,12,0.15000000000000002,0.5245,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_1,12,16,0.14,0.5201,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_1,16,20,0.14,0.4646,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_1,20,24,0.2,0.47980000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_2,0,4,0.12,0.4714,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_2,4,8,0.11,0.5106,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_2,8,12,0.11,0.4972,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_2,12,16,0.12,0.4584,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_2,16,20,0.13,0.48180000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_2,20,24,0.18,0.3797,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_3,0,4,0.17,0.4681,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_3,4,8,0.11,0.4855,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_3,8,12,0.12,0.4964,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_3,12,16,0.2,0.3961,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_3,16,20,0.24,0.3648,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0034,CRMS0034_3,20,24,0.18,0.5451,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,0,4,0.13,0.4496,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,0,4,0.18,0.2987,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,4,8,0.16,0.3998,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,4,8,0.24,0.29940000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,8,12,0.26,0.461,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,8,12,0.27,0.3746,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,12,16,0.29000000000000004,0.34959999999999997,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,12,16,0.35,0.2366,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,16,20,0.33999999999999997,0.3913,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,16,20,0.39,0.26940000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,20,24,0.4300000000000001,0.3041,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_1,20,24,0.45,0.1916,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,0,4,0.14,0.4511,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,0,4,0.17,0.27930000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,4,8,0.17,0.4069,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,4,8,0.23,0.2581,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,8,12,0.24,0.29140000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,8,12,0.24,0.1841,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,12,16,0.27,0.3514,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,12,16,0.32999999999999996,0.2516,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,16,20,0.39,0.2767,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,16,20,0.38,0.1882,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,20,24,0.42,0.32,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_2,20,24,0.56,0.17600000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,0,4,0.12,0.4719,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,0,4,0.17,0.2711,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,4,8,0.15000000000000002,0.3951,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,4,8,0.13,0.3154,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,8,12,0.19,0.4291,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,8,12,0.18,0.29030000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,12,16,0.15000000000000002,0.47880000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,12,16,0.22,0.33409999999999995,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,16,20,0.25,0.3034,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,16,20,0.21,0.2041,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,20,24,0.32999999999999996,0.4276,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0103,CRMS0103_3,20,24,0.47,0.1931,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,0,4,0.13,0.4216,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,0,4,0.19,0.5051,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,4,8,0.17,0.3879,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,4,8,0.17,0.47180000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,8,12,0.27,0.3941,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,8,12,0.19,0.48630000000000007,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,12,16,0.27,0.4185,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,12,16,0.18,0.4979,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,16,20,0.26,0.33469999999999994,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,16,20,0.18,0.6073999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,20,24,0.13,0.391,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_1,20,24,0.17,0.6826,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,0,4,0.08,0.5328,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,0,4,0.16,0.5193,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,4,8,0.16,0.4809000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,4,8,0.18,0.6547000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,8,12,0.16,0.3735,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,8,12,0.2,0.5947,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,12,16,0.16,0.5349,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,12,16,0.14,0.6926,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,16,20,0.19,0.4804000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,16,20,0.14,0.6559,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,20,24,0.2,0.5146000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_2,20,24,0.15000000000000002,0.6972999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,0,4,0.06,0.6435,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,0,4,0.15000000000000002,0.498,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,4,8,0.11,0.4779000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,4,8,0.11,0.5442,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,8,12,0.15000000000000002,0.635,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,8,12,0.13,0.5639000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,12,16,0.16,0.5672,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,12,16,0.16,0.5752,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,16,20,0.15000000000000002,0.516,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,16,20,0.14,0.5469,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,20,24,0.15000000000000002,0.5317000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6209,CRMS6209_3,20,24,0.14,0.6684999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_1,0,4,0.05,0.7502,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_1,4,8,0.05,0.8045,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_1,8,12,0.05,0.8468000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_1,12,16,0.05,0.8536000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_1,16,20,0.05,0.8129000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_1,20,24,0.05,0.7489,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_2,0,4,0.03,0.6790999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_2,4,8,0.03,0.6790999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0290,CRMS0290_3,0,4,0.08,0.8008000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_1,0,4,0.52,0.16790000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_1,4,8,0.25,0.206,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_1,8,12,0.5,0.0955,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_1,12,16,0.8600000000000001,0.0501,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_1,16,20,0.23,0.225,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_1,20,24,0.2,0.27780000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_2,0,4,0.31,0.5075,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_2,4,8,0.2,0.34309999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_2,8,12,0.38,0.1421,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_2,12,16,0.2,0.2362,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_2,16,20,0.2,0.25980000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_2,20,24,0.35,0.1463,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_3,0,4,0.49,0.16590000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_3,4,8,0.37,0.21950000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_3,8,12,0.29000000000000004,0.2118,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_3,12,16,0.14,0.29900000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_3,16,20,0.32999999999999996,0.17870000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0293,CRMS0293_3,20,24,0.26,0.2255,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_1,0,4,0.17,0.385,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_1,4,8,0.15000000000000002,0.378,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_1,8,12,0.13,0.4017,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_1,12,16,0.13,0.33619999999999994,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_1,16,20,0.15000000000000002,0.2857,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_1,20,24,0.16,0.2587,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_2,0,4,0.18,0.4472,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_2,4,8,0.15000000000000002,0.4638000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_2,8,12,0.13,0.4194000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_2,12,16,0.14,0.35919999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_2,16,20,0.17,0.3158,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_2,20,24,0.13,0.3319,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_3,0,4,0.14,0.4953,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_3,4,8,0.12,0.4526,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_3,8,12,0.12,0.4698000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_3,12,16,0.14,0.3913,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_3,16,20,0.15000000000000002,0.3126,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0294,CRMS0294_3,20,24,0.12,0.3279,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_1,0,4,0.08,0.8619000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_1,4,8,0.07,0.8612000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_1,8,12,0.08,0.8019000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_1,12,16,0.07,0.8474,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_1,16,20,0.06,0.881,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_1,20,24,0.07,0.8488000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_2,0,4,0.1,0.7283999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_2,4,8,0.07,0.8524,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_2,8,12,0.06,0.8919,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_2,12,16,0.07,0.8732000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_2,16,20,0.07,0.7546,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_2,20,24,0.06,0.7912999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_3,0,4,0.06,0.8384,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_3,4,8,0.06,0.8824,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_3,8,12,0.05,0.8421000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_3,12,16,0.04,0.8415,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_3,16,20,0.04,0.8671000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0296,CRMS0296_3,20,24,0.05,0.7849999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_1,0,4,0.22,0.3276,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_1,4,8,0.77,0.1137,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_1,8,12,0.49,0.14400000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_1,12,16,0.6599999999999999,0.1226,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_1,16,20,0.62,0.111,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_1,20,24,0.56,0.1031,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_2,0,4,0.17,0.4442,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_2,4,8,0.26,0.17700000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_2,8,12,0.4300000000000001,0.2056,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_2,12,16,0.47,0.1855,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_2,16,20,0.48,0.1934,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_2,20,24,0.4300000000000001,0.2113,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_3,0,4,0.2,0.3884,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_3,4,8,0.23,0.2807,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_3,8,12,0.29000000000000004,0.2234,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_3,12,16,0.3,0.2373,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_3,16,20,0.28,0.245,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0301,CRMS0301_3,20,24,0.47,0.21320000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_1,0,4,0.51,0.1056,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_1,4,8,0.5,0.1013,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_1,8,12,0.47,0.1026,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_1,12,16,0.52,0.0899,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_1,16,20,0.52,0.0853,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_1,20,24,0.6799999999999999,0.0729,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_2,0,4,0.47,0.1016,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_2,4,8,0.58,0.0906,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_2,8,12,0.47,0.1083,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_2,12,16,0.6,0.0814,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_2,16,20,0.51,0.0949,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_2,20,24,0.45,0.109,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_3,0,4,0.53,0.1,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_3,4,8,0.58,0.0796,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_3,8,12,0.53,0.0946,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_3,12,16,0.48,0.1026,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_3,16,20,0.53,0.07830000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0302,CRMS0302_3,20,24,0.48,0.0912,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0303,CRMS0303_1,0,4,0.4,0.1181,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0303,CRMS0303_1,4,8,0.48,0.1224,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0303,CRMS0303_1,8,12,0.54,0.1146,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0303,CRMS0303_1,12,16,0.52,0.112,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0303,CRMS0303_1,16,20,0.49,0.1292,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0303,CRMS0303_1,20,24,0.46,0.1255,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0303,CRMS0303_2,0,4,0.46,0.1333,NA,single set of methods,< 10-20%,NA,NA,NA
